"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051236","BP","GO:0051236","establishment of RNA localization","19/401","166/18723",3.03346662327525e-09,9.06073146013677e-07,7.93613818607476e-07,"HNRNPA2B1/DHX9/DDX39B/TPR/LRPPRC/SRSF1/QKI/XPO1/EIF4A3/UPF1/SARNP/NUP93/NUP210/NUP133/NUP88/NUP205/MRPL18/THOC2/NXF1",19
"GO:0048024","BP","GO:0048024","regulation of mRNA splicing, via spliceosome","15/401","101/18723",3.92512402528006e-09,1.0886611850116e-06,9.53539528246606e-07,"HNRNPK/HNRNPU/NCL/DDX17/DDX5/PRPF19/QKI/THRAP3/CIRBP/RBM4/RBM39/SRSF10/SRSF6/SON/TRA2A",15
"GO:0050684","BP","GO:0050684","regulation of mRNA processing","17/401","137/18723",6.0417189664176e-09,1.5639996497733e-06,1.369880279333e-06,"DHX9/HNRNPK/HNRNPU/NCL/DDX17/DDX5/PRPF19/QKI/THRAP3/CIRBP/RBM4/RBM39/SRSF10/SRSF6/SON/SLTM/TRA2A",17
"GO:0033120","BP","GO:0033120","positive regulation of RNA splicing","9/401","37/18723",6.34397368753843e-08,1.53960311429448e-05,1.34851177529189e-05,"NCL/SRSF1/PRPF19/THRAP3/CIRBP/HNRNPLL/POLR2A/SRSF5/TRA2A",9
"GO:0006402","BP","GO:0006402","mRNA catabolic process","20/401","232/18723",1.46029129431108e-07,3.33547711518232e-05,2.92148679375796e-05,"HNRNPM/DHX9/HNRNPU/HNRNPR/DDX5/SYNCRIP/FUS/HNRNPC/ELAVL1/EIF4A3/THRAP3/UPF1/CIRBP/HNRNPA0/ZC3HAV1/EDC4/GSPT2/XRN2/ETF1/PRKCD",20
"GO:0051168","BP","GO:0051168","nuclear export","16/401","154/18723",2.10159866069684e-07,4.53361533304768e-05,3.97091536415876e-05,"HNRNPA2B1/DHX9/HSPA9/DDX39B/TPR/CSE1L/PTPN11/XPO1/UPF1/SARNP/NUP93/RANBP3/NUP133/NUP88/THOC2/NXF1",16
"GO:0006606","BP","GO:0006606","protein import into nucleus","16/401","155/18723",2.29830225904867e-07,4.69700403783472e-05,4.11402470857964e-05,"TRIM28/IPO5/TPR/CSE1L/ELAVL1/IPO7/TNPO1/AGT/STAT3/NUP93/KPNA4/IPO9/NUP133/NUP88/PRKCD/IPO11",16
"GO:0022618","BP","GO:0022618","ribonucleoprotein complex assembly","19/401","220/18723",2.91496343054744e-07,5.65940150040786e-05,4.95697202320989e-05,"PRKDC/HSP90AA1/DHX9/SNRNP200/DDX39B/PRPF8/SRSF1/PRPF19/RUVBL1/EIF4H/RPS28/SRSF10/SRSF6/SART1/LUC7L3/SRSF5/SNRPD1/CLNS1A/BOP1",19
"GO:0051170","BP","GO:0051170","import into nucleus","16/401","159/18723",3.26347023045442e-07,5.66222347486368e-05,4.95944374189369e-05,"TRIM28/IPO5/TPR/CSE1L/ELAVL1/IPO7/TNPO1/AGT/STAT3/NUP93/KPNA4/IPO9/NUP133/NUP88/PRKCD/IPO11",16
"GO:0034504","BP","GO:0034504","protein localization to nucleus","22/401","290/18723",3.26626822710321e-07,5.66222347486368e-05,4.95944374189369e-05,"HNRNPU/TRIM28/PARP1/IPO5/DCLK2/TPR/CSE1L/ELAVL1/XPO1/IPO7/TNPO1/AGT/STAT3/NUP93/KPNA4/IPO9/NUP133/NUP88/PRKCD/IPO11/SIN3A/TOR1B",22
"GO:0015931","BP","GO:0015931","nucleobase-containing compound transport","19/401","222/18723",3.35387947262077e-07,5.66222347486368e-05,4.95944374189369e-05,"HNRNPA2B1/DHX9/DDX39B/TPR/LRPPRC/SRSF1/QKI/XPO1/EIF4A3/UPF1/SARNP/NUP93/NUP210/NUP133/NUP88/NUP205/MRPL18/THOC2/NXF1",19
"GO:0032984","BP","GO:0032984","protein-containing complex disassembly","19/401","224/18723",3.85241993540879e-07,6.2328944204968e-05,5.45928456636219e-05,"NES/ACTN2/ADD1/CLASP2/UPF1/TWF1/TWF2/MAP1S/SET/SUPT16H/GSPT2/UBQLN1/MTPN/ETF1/SNAPIN/SMARCA4/SMARCE1/GRWD1/MID1",19
"GO:0006406","BP","GO:0006406","mRNA export from nucleus","10/401","59/18723",4.4754828145913e-07,6.55671681696522e-05,5.74291501026462e-05,"HNRNPA2B1/DDX39B/TPR/UPF1/SARNP/NUP93/NUP133/NUP88/THOC2/NXF1",10
"GO:0071427","BP","GO:0071427","mRNA-containing ribonucleoprotein complex export from nucleus","10/401","59/18723",4.4754828145913e-07,6.55671681696522e-05,5.74291501026462e-05,"HNRNPA2B1/DDX39B/TPR/UPF1/SARNP/NUP93/NUP133/NUP88/THOC2/NXF1",10
"GO:0072594","BP","GO:0072594","establishment of protein localization to organelle","27/401","422/18723",4.70145713207746e-07,6.55671681696522e-05,5.74291501026462e-05,"HSP90AA1/TRIM28/HUWE1/IPO5/TPR/CSE1L/ELAVL1/IPO7/TNPO1/AGT/STAT3/SAE1/BAX/NUP93/KPNA4/SRP68/IPO9/SRPRB/NUP133/NUP88/TIMM8B/NDUFA13/TIMM13/PRKCD/LRSAM1/IPO11/UBL5",27
"GO:0071826","BP","GO:0071826","ribonucleoprotein complex subunit organization","19/401","227/18723",4.7279956444766e-07,6.55671681696522e-05,5.74291501026462e-05,"PRKDC/HSP90AA1/DHX9/SNRNP200/DDX39B/PRPF8/SRSF1/PRPF19/RUVBL1/EIF4H/RPS28/SRSF10/SRSF6/SART1/LUC7L3/SRSF5/SNRPD1/CLNS1A/BOP1",19
"GO:1903312","BP","GO:1903312","negative regulation of mRNA metabolic process","12/401","92/18723",6.12458088497113e-07,8.06781261784054e-05,7.06645772212011e-05,"DHX9/HNRNPK/HNRNPU/SYNCRIP/FUS/HNRNPC/ELAVL1/THRAP3/CIRBP/HNRNPA0/SRSF10/SRSF6",12
"GO:0071426","BP","GO:0071426","ribonucleoprotein complex export from nucleus","11/401","76/18723",6.23317997772898e-07,8.06781261784054e-05,7.06645772212011e-05,"HNRNPA2B1/DDX39B/TPR/XPO1/UPF1/SARNP/NUP93/NUP133/NUP88/THOC2/NXF1",11
"GO:0006401","BP","GO:0006401","RNA catabolic process","21/401","278/18723",6.49966151582743e-07,8.14135021482513e-05,7.13086803315396e-05,"HNRNPM/DHX9/HNRNPU/HNRNPR/DDX5/LRPPRC/SYNCRIP/FUS/HNRNPC/ELAVL1/EIF4A3/THRAP3/UPF1/CIRBP/HNRNPA0/ZC3HAV1/EDC4/GSPT2/XRN2/ETF1/PRKCD",21
"GO:0071166","BP","GO:0071166","ribonucleoprotein complex localization","11/401","77/18723",7.13401034993659e-07,8.65667568400118e-05,7.58223271073853e-05,"HNRNPA2B1/DDX39B/TPR/XPO1/UPF1/SARNP/NUP93/NUP133/NUP88/THOC2/NXF1",11
"GO:0000723","BP","GO:0000723","telomere maintenance","14/401","131/18723",8.59175437948236e-07,0.000101096309865242,8.85485116430861e-05,"PRKDC/HSP90AA1/HNRNPA2B1/HNRNPU/CTNNB1/XRCC6/PARP1/HNRNPC/TNKS1BP1/UPF1/RPA3/RPA2/RAD50/BLM",14
"GO:0022613","BP","GO:0022613","ribonucleoprotein complex biogenesis","28/401","463/18723",8.88255790192689e-07,0.000101444036274065,8.88530791985319e-05,"PRKDC/HSP90AA1/DHX9/SNRNP200/DDX17/DDX39B/PRPF8/SRSF1/PRPF19/RUVBL1/XPO1/EIF4A3/EIF4H/NOP56/RPS28/XRN2/SRSF10/FBL/NOP58/SRSF6/SART1/LUC7L3/NUP88/SRSF5/SNRPD1/CLNS1A/RRP9/BOP1",28
"GO:0051052","BP","GO:0051052","regulation of DNA metabolic process","24/401","359/18723",9.51109603320445e-07,0.00010551881684838,9.24221091226574e-05,"PRKDC/HSP90AA1/HNRNPA2B1/DHX9/HNRNPU/TRIM28/CTNNB1/PARP1/DDX39B/FUS/HNRNPC/RPS3/TP53BP1/UPF1/SUB1/BAX/USP9X/DFFA/DEK/PPP4C/RPA2/RAD50/PRKCD/BLM",24
"GO:0006417","BP","GO:0006417","regulation of translation","28/401","468/18723",1.09776002685361e-06,0.000118405616229794,0.000103709434115907,"GAPDH/PRKDC/DHX9/NCL/DDX39B/HNRNPR/TPR/LRPPRC/SYNCRIP/QKI/RPS3/ELAVL1/EIF4A3/TRAP1/UPF1/DDX6/CIRBP/STAT3/ACO1/EIF4H/RBM4/CAPRIN1/MTPN/ETF1/SARNP/PTCD3/TACO1/EIF4EBP2",28
"GO:0006405","BP","GO:0006405","RNA export from nucleus","11/401","84/18723",1.73430447255503e-06,0.000182008223430572,0.000159417859198444,"HNRNPA2B1/DHX9/DDX39B/TPR/UPF1/SARNP/NUP93/NUP133/NUP88/THOC2/NXF1",11
"GO:0017038","BP","GO:0017038","protein import","17/401","206/18723",2.30591275377819e-06,0.000235627874287387,0.000206382385248125,"HSP90AA1/TRIM28/IPO5/TPR/CSE1L/ELAVL1/IPO7/TNPO1/AGT/STAT3/NUP93/KPNA4/IPO9/NUP133/NUP88/PRKCD/IPO11",17
"GO:0034655","BP","GO:0034655","nucleobase-containing compound catabolic process","25/401","407/18723",2.61900782238251e-06,0.000260759163443879,0.000228394447344612,"HNRNPM/DHX9/HNRNPU/HNRNPR/DDX5/LRPPRC/SYNCRIP/FUS/HNRNPC/ELAVL1/PNP/EIF4A3/THRAP3/UPF1/CIRBP/HNRNPA0/ZC3HAV1/EDC4/BAX/GSPT2/DFFA/XRN2/ETF1/PRKCD/PDE1A",25
"GO:0048255","BP","GO:0048255","mRNA stabilization","9/401","56/18723",2.69676088785086e-06,0.000261788063188122,0.000229295642859108,"DHX9/HNRNPU/SYNCRIP/FUS/HNRNPC/ELAVL1/THRAP3/CIRBP/HNRNPA0",9
"GO:0031498","BP","GO:0031498","chromatin disassembly","6/401","20/18723",2.79437452335027e-06,0.000264647714004124,0.000231800361616039,"MAP1S/SET/SUPT16H/SMARCA4/SMARCE1/GRWD1",6
"GO:0046700","BP","GO:0046700","heterocycle catabolic process","26/401","445/18723",4.11198975428453e-06,0.000380163243235401,0.000332978418448454,"HNRNPM/DHX9/HNRNPU/HNRNPR/DDX5/LRPPRC/SYNCRIP/FUS/HNRNPC/BLVRA/ELAVL1/PNP/EIF4A3/THRAP3/UPF1/CIRBP/HNRNPA0/ZC3HAV1/EDC4/BAX/GSPT2/DFFA/XRN2/ETF1/PRKCD/PDE1A",26
"GO:1902369","BP","GO:1902369","negative regulation of RNA catabolic process","10/401","75/18723",4.35414900038649e-06,0.000393189780662808,0.000344388137582589,"DHX9/HNRNPU/LRPPRC/SYNCRIP/FUS/HNRNPC/ELAVL1/THRAP3/CIRBP/HNRNPA0",10
"GO:0044270","BP","GO:0044270","cellular nitrogen compound catabolic process","26/401","451/18723",5.23077408981655e-06,0.00046161581342631,0.000404321317803762,"HNRNPM/DHX9/HNRNPU/HNRNPR/DDX5/LRPPRC/SYNCRIP/FUS/HNRNPC/BLVRA/ELAVL1/PNP/EIF4A3/THRAP3/UPF1/CIRBP/HNRNPA0/ZC3HAV1/EDC4/BAX/GSPT2/DFFA/XRN2/ETF1/PRKCD/PDE1A",26
"GO:1902373","BP","GO:1902373","negative regulation of mRNA catabolic process","9/401","63/18723",7.38196322730633e-06,0.0006369814047029,0.000557921010232205,"DHX9/HNRNPU/SYNCRIP/FUS/HNRNPC/ELAVL1/THRAP3/CIRBP/HNRNPA0",9
"GO:0032200","BP","GO:0032200","telomere organization","14/401","159/18723",8.573476812475e-06,0.000723713270931314,0.000633887953801069,"PRKDC/HSP90AA1/HNRNPA2B1/HNRNPU/CTNNB1/XRCC6/PARP1/HNRNPC/TNKS1BP1/UPF1/RPA3/RPA2/RAD50/BLM",14
"GO:1901361","BP","GO:1901361","organic cyclic compound catabolic process","27/401","495/18723",9.47825335380091e-06,0.000769226124328,0.000673751875978629,"HNRNPM/DHX9/HNRNPU/HNRNPR/DDX5/LRPPRC/SYNCRIP/FUS/HNRNPC/BLVRA/ELAVL1/PNP/EIF4A3/THRAP3/UPF1/CIRBP/HNRNPA0/ZC3HAV1/EDC4/BAX/GSPT2/DFFA/XRN2/ETF1/SNX17/PRKCD/PDE1A",27
"GO:0043489","BP","GO:0043489","RNA stabilization","9/401","65/18723",9.60132782683031e-06,0.000769226124328,0.000673751875978629,"DHX9/HNRNPU/SYNCRIP/FUS/HNRNPC/ELAVL1/THRAP3/CIRBP/HNRNPA0",9
"GO:0019439","BP","GO:0019439","aromatic compound catabolic process","26/401","467/18723",9.70694825961164e-06,0.000769226124328,0.000673751875978629,"HNRNPM/DHX9/HNRNPU/HNRNPR/DDX5/LRPPRC/SYNCRIP/FUS/HNRNPC/BLVRA/ELAVL1/PNP/EIF4A3/THRAP3/UPF1/CIRBP/HNRNPA0/ZC3HAV1/EDC4/BAX/GSPT2/DFFA/XRN2/ETF1/PRKCD/PDE1A",26
"GO:0061013","BP","GO:0061013","regulation of mRNA catabolic process","14/401","166/18723",1.40423262697914e-05,0.001090527058112,0.000955173814267286,"HNRNPM/DHX9/HNRNPU/HNRNPR/SYNCRIP/FUS/HNRNPC/ELAVL1/THRAP3/UPF1/CIRBP/HNRNPA0/ZC3HAV1/PRKCD",14
"GO:0002181","BP","GO:0002181","cytoplasmic translation","13/401","148/18723",1.84000857145499e-05,0.00140093201626661,0.00122705215570095,"DHX9/RPS3/EIF4H/RBM4/RPS10/GSPT2/RPS28/ETF1/RPL18/RPL27A/RPL29/RPL36/EIF2B3",13
"GO:0031503","BP","GO:0031503","protein-containing complex localization","16/401","220/18723",2.24519964837836e-05,0.00165567872006044,0.00145018039348721,"HNRNPA2B1/HNRNPU/DDX39B/TPR/XPO1/RCC2/UPF1/HIP1/SARNP/NUP93/SNAPIN/NUP133/NUP88/GPHN/THOC2/NXF1",16
"GO:0032392","BP","GO:0032392","DNA geometric change","10/401","90/18723",2.25987566735008e-05,0.00165567872006044,0.00145018039348721,"HNRNPA2B1/DHX9/XRCC6/RUVBL1/MCM7/CHD4/MCM2/RAD50/HMGB3/BLM",10
"GO:0048511","BP","GO:0048511","rhythmic process","19/401","298/18723",2.5117742607738e-05,0.00180615175084901,0.00158197712213648,"PRKDC/DHX9/HNRNPU/HUWE1/HNRNPR/DDX5/DDB1/THRAP3/CCAR2/RBM4/GFPT1/TOP1/USP9X/CASP3/CSNK1D/NFKB2/AXL/SIN3A/CREBBP",19
"GO:0051054","BP","GO:0051054","positive regulation of DNA metabolic process","15/401","201/18723",2.99050327572253e-05,0.0020745718707482,0.0018170816689178,"PRKDC/HSP90AA1/HNRNPA2B1/DHX9/TRIM28/CTNNB1/PARP1/DDX39B/FUS/RPS3/TP53BP1/BAX/USP9X/RAD50/PRKCD",15
"GO:0006337","BP","GO:0006337","nucleosome disassembly","5/401","18/18723",2.9919141066675e-05,0.0020745718707482,0.0018170816689178,"SET/SUPT16H/SMARCA4/SMARCE1/GRWD1",5
"GO:0022411","BP","GO:0022411","cellular component disassembly","24/401","443/18723",3.31626381989039e-05,0.00225913200221656,0.00197873470028917,"NES/LRP1/HUWE1/ACTN2/ADD1/CLASP2/UPF1/TWF1/TWF2/MAP1S/SET/BAX/SUPT16H/GSPT2/DFFA/UBQLN1/MTPN/ETF1/SNAPIN/SMARCA4/SMARCE1/DUSP3/GRWD1/MID1",24
"GO:0043624","BP","GO:0043624","cellular protein complex disassembly","12/401","136/18723",3.67675978334344e-05,0.0024210503244986,0.00212055616207083,"NES/ACTN2/ADD1/CLASP2/UPF1/TWF1/TWF2/MAP1S/GSPT2/MTPN/ETF1/MID1",12
"GO:0043488","BP","GO:0043488","regulation of mRNA stability","13/401","158/18723",3.6786497333355e-05,0.0024210503244986,0.00212055616207083,"HNRNPM/DHX9/HNRNPU/HNRNPR/SYNCRIP/FUS/HNRNPC/ELAVL1/THRAP3/UPF1/CIRBP/HNRNPA0/PRKCD",13
"GO:0000380","BP","GO:0000380","alternative mRNA splicing, via spliceosome","9/401","77/18723",3.86507490580704e-05,0.00250134764320812,0.00219088719660746,"HNRNPM/DHX9/HNRNPU/DDX17/DDX5/SRSF1/THRAP3/RBM4/SRSF6",9
"GO:0000245","BP","GO:0000245","spliceosomal complex assembly","9/401","79/18723",4.74889750523914e-05,0.00302294573981043,0.00264774596021185,"SNRNP200/DDX39B/SRSF1/PRPF19/SRSF10/SRSF6/LUC7L3/SRSF5/SNRPD1",9
"GO:0006260","BP","GO:0006260","DNA replication","17/401","260/18723",4.87315560769541e-05,0.00305201019752924,0.00267320301671712,"DHX9/MCM7/UPF1/RBBP4/NAP1L1/MCM2/SET/TOP1/SUPT16H/DTD1/RPA3/RPA2/NFIX/GRWD1/SIN3A/TONSL/BLM",17
"GO:0032986","BP","GO:0032986","protein-DNA complex disassembly","5/401","20/18723",5.22594007705578e-05,0.00322100401892184,0.00282122178595943,"SET/SUPT16H/SMARCA4/SMARCE1/GRWD1",5
"GO:0031330","BP","GO:0031330","negative regulation of cellular catabolic process","17/401","262/18723",5.36187456314245e-05,0.00325314983260658,0.0028493777489331,"DHX9/HNRNPU/LRPPRC/SYNCRIP/FUS/HNRNPC/ELAVL1/THRAP3/CCAR2/CIRBP/HNRNPA0/STAT3/BAG6/DFFA/PSMF1/SDCBP/CAMLG",17
"GO:0043244","BP","GO:0043244","regulation of protein-containing complex disassembly","11/401","121/18723",5.87988036235152e-05,0.00351255006877092,0.00307658193534539,"NES/ACTN2/ADD1/CLASP2/UPF1/TWF1/TWF2/MAP1S/MTPN/ETF1/MID1",11
"GO:0009895","BP","GO:0009895","negative regulation of catabolic process","19/401","320/18723",6.59590088343802e-05,0.00388058835308937,0.00339894031170467,"DHX9/HNRNPU/LRPPRC/SYNCRIP/FUS/HNRNPC/ELAVL1/SF3B3/THRAP3/CCAR2/CIRBP/HNRNPA0/STAT3/BAG6/DFFA/PSMF1/RELA/SDCBP/CAMLG",19
"GO:0048193","BP","GO:0048193","Golgi vesicle transport","18/401","296/18723",7.54203888759153e-05,0.00437100552246536,0.0038284882397185,"MACF1/COPA/ANKFY1/USO1/COPB2/COPB1/VAMP3/SNX1/TFG/ACSL3/ARFGAP2/TMED9/VPS52/CSNK1D/SEC24A/TMED4/SEC24D/RABIF",18
"GO:0006325","BP","GO:0006325","chromatin organization","22/401","409/18723",7.81022653769129e-05,0.00441612506114568,0.00386800766432945,"HNRNPU/TRIM28/TPR/HNRNPC/RUVBL1/CHD4/RBBP4/NAP1L1/BAG6/MCM2/MAP1S/SET/TOP1/SUPT16H/SMARCA4/ACTL6A/SMARCE1/DEK/RELA/GRWD1/DR1/RSBN1",22
"GO:0043487","BP","GO:0043487","regulation of RNA stability","13/401","170/18723",7.84735073960988e-05,0.00441612506114568,0.00386800766432945,"HNRNPM/DHX9/HNRNPU/HNRNPR/SYNCRIP/FUS/HNRNPC/ELAVL1/THRAP3/UPF1/CIRBP/HNRNPA0/PRKCD",13
"GO:2001020","BP","GO:2001020","regulation of response to DNA damage stimulus","15/401","219/18723",7.99390328149452e-05,0.00443433234886332,0.00388395511315922,"PRKDC/DHX9/HNRNPK/TRIM28/PARP1/DDX39B/DDX5/FUS/RPS3/TP53BP1/CCAR2/DEK/PPP4C/RPA2/PRKCD",15
"GO:0048026","BP","GO:0048026","positive regulation of mRNA splicing, via spliceosome","5/401","22/18723",8.56848281852113e-05,0.00468611532173486,0.00410448747022117,"NCL/PRPF19/THRAP3/CIRBP/TRA2A",5
"GO:0039694","BP","GO:0039694","viral RNA genome replication","6/401","35/18723",8.91726280894443e-05,0.00480912937321267,0.00421223335317243,"TRIM28/PCBP1/PCBP2/RAB5A/TOP2B/PI4KA",6
"GO:1901879","BP","GO:1901879","regulation of protein depolymerization","9/401","87/18723",0.000101830056590822,0.00541652205126248,0.00474423810879517,"NES/ACTN2/ADD1/CLASP2/TWF1/TWF2/MAP1S/MTPN/MID1",9
"GO:0006541","BP","GO:0006541","glutamine metabolic process","5/401","23/18723",0.000107571767343409,0.00556075389130386,0.00487056828626883,"PFAS/GFPT1/GMPS/GFPT2/CPS1",5
"GO:0016973","BP","GO:0016973","poly(A)+ mRNA export from nucleus","5/401","23/18723",0.000107571767343409,0.00556075389130386,0.00487056828626883,"SARNP/NUP93/NUP133/THOC2/NXF1",5
"GO:0006302","BP","GO:0006302","double-strand break repair","16/401","251/18723",0.000108837830476202,0.00556075389130386,0.00487056828626883,"PRKDC/XRCC6/PARP1/FUS/PRPF19/MCM7/TP53BP1/TNKS1BP1/MCM2/RPA3/DEK/PPP4C/RPA2/RAD50/TONSL/BLM",16
"GO:0006310","BP","GO:0006310","DNA recombination","18/401","305/18723",0.000110278606176431,0.00556119256861146,0.00487095251614558,"PRKDC/XRCC6/PARP1/FUS/RUVBL1/MCM7/TP53BP1/TSN/MCM2/TOP2B/ACTL6A/RPA3/PPP4C/RPA2/RAD50/HMGB3/TONSL/BLM",18
"GO:0002218","BP","GO:0002218","activation of innate immune response","7/401","52/18723",0.000114342528131468,0.00568194183261249,0.00497671471086408,"PRKDC/HSP90AA1/XRCC6/RBM14/SIN3A/CREBBP/MAP3K7",7
"GO:0042176","BP","GO:0042176","regulation of protein catabolic process","21/401","391/18723",0.000115599640684107,0.00568194183261249,0.00497671471086408,"HSP90AA1/LRP1/HUWE1/DDB1/XPO1/SF3B3/CCAR2/PSMC1/BAG6/SNX1/UBQLN1/PSME3/HSPBP1/PSMF1/FBXO22/UBE2K/RELA/CSNK1D/NDUFA13/SDCBP/CAMLG",21
"GO:0019079","BP","GO:0019079","viral genome replication","11/401","131/18723",0.000120775505670668,0.00586214110649003,0.00513454814239378,"TRIM28/PCBP1/DDX5/PCBP2/DDB1/RAB5A/ZC3HAV1/BANF1/TOP2B/DEK/PI4KA",11
