"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0044306","GO:0044306","neuron projection terminus","14/177","141/19550",3.94342491637557e-11,8.85956131212377e-10,5.09186094465336e-10,"UCHL1/GOT1/PACSIN1/VAMP2/SYNJ1/SNCA/RAB3A/PRRT2/SYT1/PRNP/ATP6V0D1/PRKCG/SYP/ATCAY",14
"GO:0048786","GO:0048786","presynaptic active zone","11/177","73/19550",5.36314396969806e-11,1.12961219861765e-09,6.49222691068713e-10,"STXBP1/ATP2B1/SYN1/STX1B/STX1A/CNTNAP1/RAB3A/SLC17A7/NPTN/SYP/PPFIA3",11
"GO:0042734","GO:0042734","presynaptic membrane","14/177","146/19550",6.3240267771903e-11,1.2536453081842e-09,7.20508313933756e-10,"STXBP1/ATP2B1/DNM1/SNAP25/CNTN1/STX1B/STX1A/CNTNAP1/DNM1L/SNAP91/PRRT2/SYT1/NPTN/SYP",14
"GO:0150034","GO:0150034","distal axon","18/177","294/19550",1.99473758862239e-10,3.73459204092081e-09,2.14638430588608e-09,"NEFL/MAPT/SNAP25/BASP1/GOT1/PACSIN1/SYNJ1/SNCA/SIRT2/L1CAM/RAB3A/PRRT2/PRNP/ATP6V0D1/PRKCG/SYP/ATCAY/TMOD2",18
"GO:0016469","GO:0016469","proton-transporting two-sector ATPase complex","9/177","49/19550",5.01540444662193e-10,8.89574367637678e-09,5.11265605639022e-09,"ATP6V1A/ATP6V1B2/ATP6V1B1/ATP6V0A1/ATP6V1E1/ATP6V1G2/ATP6V1H/ATP6V0D1/ATP6V1D",9
"GO:0014069","GO:0014069","postsynaptic density","17/177","330/19550",8.84655660312588e-09,1.49064478762671e-07,8.56719165776401e-08,"ATP1A1/NSF/NEFH/ATP2B2/SYN1/STX1A/SYN2/PRRT2/PRNP/BCAS1/NRGN/SYN3/DMTN/NPTN/PRKCG/DNAJC6/GNG3",17
"GO:0043209","GO:0043209","myelin sheath","8/177","48/19550",1.06749718338322e-08,1.6935363621222e-07,9.73327161113492e-08,"TUBB4A/CNP/GNAO1/MBP/SIRT2/PLP1/PMP2/MAG",8
"GO:0032279","GO:0032279","asymmetric synapse","17/177","335/19550",1.10557269930826e-08,1.6935363621222e-07,9.73327161113492e-08,"ATP1A1/NSF/NEFH/ATP2B2/SYN1/STX1A/SYN2/PRRT2/PRNP/BCAS1/NRGN/SYN3/DMTN/NPTN/PRKCG/DNAJC6/GNG3",17
"GO:0097060","GO:0097060","synaptic membrane","18/177","384/19550",1.37265892827514e-08,1.96087128676499e-07,1.1269727214267e-07,"STXBP1/ATP2B1/DNM1/SNAP25/CNTN1/ATP2B2/STX1B/STX1A/CNTNAP1/SYNJ1/DNM1L/SNAP91/PRRT2/SYT1/NRGN/NPTN/PRKCG/SYP",18
"GO:0033180","GO:0033180","proton-transporting V-type ATPase, V1 domain","5/177","10/19550",1.3964661982896e-08,1.96087128676499e-07,1.1269727214267e-07,"ATP6V1A/ATP6V1B2/ATP6V1B1/ATP6V1E1/ATP6V1H",5
"GO:0099572","GO:0099572","postsynaptic specialization","17/177","356/19550",2.70339884480138e-08,3.64418164279226e-07,2.09442268397244e-07,"ATP1A1/NSF/NEFH/ATP2B2/SYN1/STX1A/SYN2/PRRT2/PRNP/BCAS1/NRGN/SYN3/DMTN/NPTN/PRKCG/DNAJC6/GNG3",17
"GO:0005774","GO:0005774","vacuolar membrane","18/177","444/19550",1.23872479944327e-07,1.60557791312455e-06,9.22774749382843e-07,"NSF/GNB1/ATP6V1A/ATP6V1B2/NAPB/ATP6V1B1/ATP6V0A1/GNAQ/ATP6V1E1/ATP6V1G2/ATP6V1H/ATP6V0D1/NAPG/ATP6V1D/TMEM30A/SYNGR1/VPS41/WDR59",18
"GO:0048787","GO:0048787","presynaptic active zone membrane","6/177","28/19550",1.61549077602213e-07,1.91614709864645e-06,1.10126836217694e-06,"STXBP1/ATP2B1/STX1B/STX1A/CNTNAP1/NPTN",6
"GO:0030667","GO:0030667","secretory granule membrane","15/177","311/19550",1.62276586292527e-07,1.91614709864645e-06,1.10126836217694e-06,"SNAP25/NFASC/VAMP2/ANXA7/SNCA/ATP6V0A1/RAB3A/SYT1/CD59/SCAMP1/RAP2B/ATP6V1D/SVIP/TMEM30A/SYNGR1",15
"GO:0043679","GO:0043679","axon terminus","10/177","122/19550",1.64890996619428e-07,1.91614709864645e-06,1.10126836217694e-06,"GOT1/PACSIN1/SYNJ1/SNCA/RAB3A/PRRT2/PRNP/ATP6V0D1/PRKCG/SYP",10
"GO:0031201","GO:0031201","SNARE complex","7/177","48/19550",2.38396359439678e-07,2.67798577103905e-06,1.53912035568073e-06,"SNAP25/STX1B/STX1A/NAPB/VAMP2/SYN2/NAPG",7
"GO:0033178","GO:0033178","proton-transporting two-sector ATPase complex, catalytic domain","5/177","18/19550",4.47685543955798e-07,4.86677510687432e-06,2.79708455306848e-06,"ATP6V1A/ATP6V1B2/ATP6V1B1/ATP6V1E1/ATP6V1H",5
"GO:0001917","GO:0001917","photoreceptor inner segment","7/177","64/19550",1.78077979417038e-06,1.87538372073568e-05,1.0778404017347e-05,"ATP1A3/ATP1A1/ENO2/DNM1/SNAP25/GNB1/SLC24A2",7
"GO:0033270","GO:0033270","paranode region of axon","4/177","12/19550",3.03779420267651e-06,3.0109901361823e-05,1.73050815260829e-05,"EPB41L3/CNTNAP1/SIRT2/MAG",4
"GO:0060198","GO:0060198","clathrin-sculpted vesicle","4/177","12/19550",3.03779420267651e-06,3.0109901361823e-05,1.73050815260829e-05,"VAMP2/RAB3A/SYT1/SLC17A7",4
"GO:0005765","GO:0005765","lysosomal membrane","15/177","395/19550",3.26608321000807e-06,3.057416782702e-05,1.75719096678797e-05,"NSF/GNB1/ATP6V1A/ATP6V1B2/ATP6V0A1/GNAQ/ATP6V1E1/ATP6V1H/ATP6V0D1/NAPG/ATP6V1D/TMEM30A/SYNGR1/VPS41/WDR59",15
"GO:0098852","GO:0098852","lytic vacuole membrane","15/177","395/19550",3.26608321000807e-06,3.057416782702e-05,1.75719096678797e-05,"NSF/GNB1/ATP6V1A/ATP6V1B2/ATP6V0A1/GNAQ/ATP6V1E1/ATP6V1H/ATP6V0D1/NAPG/ATP6V1D/TMEM30A/SYNGR1/VPS41/WDR59",15
"GO:0030135","GO:0030135","coated vesicle","13/177","299/19550",3.52036539665558e-06,3.20638686127819e-05,1.84280862869026e-05,"PACSIN1/ACTR1A/VAMP2/SNAP91/RAB3A/SH3GL2/SYT1/CD59/SLC17A7/SCAMP1/NRGN/CPNE6/VPS41",13
"GO:0019898","GO:0019898","extrinsic component of membrane","13/177","309/19550",5.03622564149014e-06,4.42645731245259e-05,2.54402044507661e-05,"SNAP25/GNB1/GNAO1/SYN1/PPP3CA/ATP6V1B1/GNAQ/SNAP91/PRNP/GNG2/HPCA/CDH13/GNG3",13
"GO:0060076","GO:0060076","excitatory synapse","6/177","49/19550",5.12260638533089e-06,4.42645731245259e-05,2.54402044507661e-05,"SPTBN2/SYNJ1/SYT1/PPP3R1/SLC17A7/SYP",6
"GO:0042470","GO:0042470","melanosome","8/177","109/19550",6.72473618658968e-06,5.52740510946518e-05,3.17676882755456e-05,"ATP1A1/CNP/YWHAZ/ATP6V1B2/ATP6V0A1/ATP6V1G2/ANXA11/SYNGR1",8
"GO:0048770","GO:0048770","pigment granule","8/177","109/19550",6.72473618658968e-06,5.52740510946518e-05,3.17676882755456e-05,"ATP1A1/CNP/YWHAZ/ATP6V1B2/ATP6V0A1/ATP6V1G2/ANXA11/SYNGR1",8
"GO:0043194","GO:0043194","axon initial segment","4/177","16/19550",1.08570168734254e-05,8.71146353891512e-05,5.00674462333401e-05,"MAP1A/NFASC/NRCAM/BIN1",4
"GO:0005911","GO:0005911","cell-cell junction","16/177","494/19550",1.14229224240995e-05,8.95238338818959e-05,5.14520863166292e-05,"ATP1A1/EPB41L3/CORO1A/YWHAH/NFASC/PPP3CA/CNTNAP1/ATP1B1/SIRT2/PDXP/OPALIN/CADM3/RAP2B/PRKCG/SH3BP1/CNTNAP2",16
"GO:0045121","GO:0045121","membrane raft","13/177","335/19550",1.19842057515346e-05,8.97483852948261e-05,5.15811428837983e-05,"ATP1A1/ATP2B1/MAPT/TNR/CNTN1/HK1/ATP1B1/EFHD2/PRKAR2B/MAG/PRNP/RAP2B/CDH13",13
"GO:0098857","GO:0098857","membrane microdomain","13/177","335/19550",1.19842057515346e-05,8.97483852948261e-05,5.15811428837983e-05,"ATP1A1/ATP2B1/MAPT/TNR/CNTN1/HK1/ATP1B1/EFHD2/PRKAR2B/MAG/PRNP/RAP2B/CDH13",13
"GO:0030136","GO:0030136","clathrin-coated vesicle","10/177","196/19550",1.22908891062477e-05,9.00441223653366e-05,5.17511120263062e-05,"VAMP2/SNAP91/RAB3A/SH3GL2/SYT1/SLC17A7/SCAMP1/NRGN/CPNE6/VPS41",10
"GO:0005834","GO:0005834","heterotrimeric G-protein complex","5/177","34/19550",1.29292074785361e-05,9.07738108388892e-05,5.21704863169002e-05,"GNB1/GNAO1/GNAQ/GNG2/GNG3",5
"GO:1905360","GO:1905360","GTPase complex","5/177","34/19550",1.29292074785361e-05,9.07738108388892e-05,5.21704863169002e-05,"GNB1/GNAO1/GNAQ/GNG2/GNG3",5
"GO:0031253","GO:0031253","cell projection membrane","13/177","346/19550",1.68631252657875e-05,0.000115977004378987,6.66555327369472e-05,"ATP2B1/MAPT/GPI/GNB1/EPB41L3/ATP2B2/PACSIN1/EHD3/PDXP/HPCA/DMTN/CNTNAP2/NDRG4",13
"GO:0032589","GO:0032589","neuron projection membrane","6/177","62/19550",2.04318803495322e-05,0.000137710873555847,7.91466523013459e-05,"ATP2B1/MAPT/EPB41L3/ATP2B2/HPCA/CNTNAP2",6
"GO:0031225","GO:0031225","anchored component of membrane","9/177","170/19550",2.52197229073786e-05,0.000166647972936992,9.5777688647217e-05,"NCAM1/CNTN1/SYN1/RAB3A/CD59/PRNP/LY6H/CDH13/SVIP",9
"GO:0019897","GO:0019897","extrinsic component of plasma membrane","9/177","174/19550",3.02989616497122e-05,0.000196360578383712,0.000112854432055608,"SNAP25/GNB1/GNAO1/PPP3CA/GNAQ/SNAP91/GNG2/CDH13/GNG3",9
"GO:0030426","GO:0030426","growth cone","9/177","177/19550",3.46551830143604e-05,0.000220354654261122,0.000126644561561913,"NEFL/MAPT/SNAP25/BASP1/SNCA/SIRT2/L1CAM/ATCAY/TMOD2",9
"GO:0031256","GO:0031256","leading edge membrane","9/177","180/19550",3.9530646157e-05,0.000246700513979796,0.000141786333194698,"ATP2B1/MAPT/EPB41L3/ATP2B2/PACSIN1/PDXP/AMPH/HPCA/CNTNAP2",9
"GO:0030427","GO:0030427","site of polarized growth","9/177","183/19550",4.49743297691602e-05,0.000270649091646554,0.000155550313487321,"NEFL/MAPT/SNAP25/BASP1/SNCA/SIRT2/L1CAM/ATCAY/TMOD2",9
"GO:0043197","GO:0043197","dendritic spine","9/177","183/19550",4.49743297691602e-05,0.000270649091646554,0.000155550313487321,"ATP2B1/MAPT/ATP2B2/FBXO2/PPP3CA/PRKAR2B/PRRT2/HPCA/NRGN",9
"GO:0044309","GO:0044309","neuron spine","9/177","184/19550",4.69241066868994e-05,0.000277428490412019,0.000159446641373767,"ATP2B1/MAPT/ATP2B2/FBXO2/PPP3CA/PRKAR2B/PRRT2/HPCA/NRGN",9
"GO:0030139","GO:0030139","endocytic vesicle","12/177","336/19550",5.84875550879542e-05,0.000339832863183458,0.000195312343669393,"STXBP1/CORO1A/CAMK2B/VAMP2/CAMK2G/ATP6V0A1/ANXA11/EHD3/SH3GL2/SYT1/CPNE6/ATP6V0D1",12
"GO:0098562","GO:0098562","cytoplasmic side of membrane","9/177","197/19550",7.95240205320784e-05,0.000454230422361193,0.000261060120926002,"ATP2B1/SNAP25/GNB1/GNAO1/PPP3CA/GNAQ/GNG2/CISD1/GNG3",9
"GO:0044224","GO:0044224","juxtaparanode region of axon","3/177","10/19550",8.35588527964731e-05,0.000469322223206857,0.000269733840606159,"EPB41L3/SIRT2/CNTNAP2",3
"GO:0043195","GO:0043195","terminal bouton","5/177","55/19550",0.00013863750485301,0.000765915395663353,0.000440195011094977,"SYNJ1/SNCA/RAB3A/PRNP/SYP",5
"GO:0005890","GO:0005890","sodium:potassium-exchanging ATPase complex","3/177","12/19550",0.000151158825963516,0.000821621360479112,0.000472210933400458,"ATP1A3/ATP1A1/ATP1B1",3
"GO:0009898","GO:0009898","cytoplasmic side of plasma membrane","8/177","172/19550",0.000176002170859697,0.000939523293577772,0.00053997278156586,"ATP2B1/SNAP25/GNB1/GNAO1/PPP3CA/GNAQ/GNG2/GNG3",8
"GO:0035579","GO:0035579","specific granule membrane","6/177","91/19550",0.000178425788691328,0.000939523293577772,0.00053997278156586,"SNAP25/CD59/SCAMP1/RAP2B/ATP6V1D/TMEM30A",6
"GO:0120111","GO:0120111","neuron projection cytoplasm","6/177","93/19550",0.000201021096111609,0.0010422170675325,0.000598994035377102,"NEFL/MAPT/MAP1A/UCHL1/HPCA/WASF1",6
"GO:0043218","GO:0043218","compact myelin","3/177","14/19550",0.000246783798612612,0.00124128567361866,0.000713404853805508,"MBP/SIRT2/MAG",3
"GO:0098688","GO:0098688","parallel fiber to Purkinje cell synapse","3/177","14/19550",0.000246783798612612,0.00124128567361866,0.000713404853805508,"SPTBN2/SYNJ1/PPP3R1",3
"GO:0030673","GO:0030673","axolemma","3/177","15/19550",0.000306429581986173,0.00151862895778441,0.000872802524542659,"MAPT/EPB41L3/CNTNAP2",3
"GO:0031234","GO:0031234","extrinsic component of cytoplasmic side of plasma membrane","6/177","101/19550",0.000314906466228022,0.00153802143650498,0.000883947975376903,"SNAP25/GNB1/GNAO1/GNAQ/GNG2/GNG3",6
"GO:0030666","GO:0030666","endocytic vesicle membrane","8/177","193/19550",0.00038376768268312,0.00184756727234588,0.00106185343779991,"CORO1A/CAMK2B/VAMP2/CAMK2G/ATP6V0A1/SH3GL2/SYT1/ATP6V0D1",8
"GO:0098982","GO:0098982","GABA-ergic synapse","5/177","69/19550",0.000404447829059431,0.00191970307595815,0.00110331209113322,"ATP2B1/ATP2B2/NPTN/CDH13/SLC6A17",5
"GO:0031300","GO:0031300","intrinsic component of organelle membrane","12/177","417/19550",0.000431858589236799,0.00199615526543392,0.00114725150348225,"ATP2B1/SYN1/STX1A/VAMP2/RAB3A/ATP6V1G2/SYT1/SLC17A7/SYP/CHCHD6/SLC6A17/SYNGR1",12
"GO:0031594","GO:0031594","neuromuscular junction","5/177","70/19550",0.000432401585687466,0.00199615526543392,0.00114725150348225,"NEFL/STX1B/SYP/SYNGR3/SYNGR1",5
"GO:0031252","GO:0031252","cell leading edge","12/177","422/19550",0.000480154497432147,0.00218664953560316,0.0012567343887271,"ATP2B1/MAPT/EPB41L3/CORO1A/ATP2B2/PACSIN1/PDXP/AMPH/HPCA/WASF1/SH3BP1/CNTNAP2",12
"GO:0044291","GO:0044291","cell-cell contact zone","5/177","72/19550",0.000492653301378315,0.00221365550085989,0.00127225554320856,"ATP1A1/YWHAH/ATP1B1/OPALIN/RAP2B",5
"GO:0016324","GO:0016324","apical plasma membrane","11/177","367/19550",0.000534402087394456,0.00235758850778594,0.00135497824592414,"ATP1A1/ATP2B1/ATP6V1A/ATP2B2/SPTBN2/ATP6V1B2/ATP6V1B1/ATP1B1/ATP6V1E1/ATP6V0D1/TMEM30A",11
"GO:0090533","GO:0090533","cation-transporting ATPase complex","3/177","18/19550",0.000538677492876906,0.00235758850778594,0.00135497824592414,"ATP1A3/ATP1A1/ATP1B1",3
"GO:0005741","GO:0005741","mitochondrial outer membrane","8/177","205/19550",0.000572415317034124,0.00247312771590384,0.00142138216375545,"CNP/HK1/DNM1L/SNCA/SLC44A1/WASF1/CISD1/CHCHD6",8
"GO:0098889","GO:0098889","intrinsic component of presynaptic membrane","5/177","75/19550",0.00059460538328585,0.00253648119199154,0.00145779334476478,"ATP2B1/CNTN1/STX1A/PRRT2/NPTN",5
"GO:0016234","GO:0016234","inclusion body","5/177","76/19550",0.000631870185779509,0.00266175315759618,0.00152979097609776,"NEFM/MAPT/NEFH/SNCA/PRNP",5
"GO:0042581","GO:0042581","specific granule","7/177","160/19550",0.000646178550219275,0.00268842186943081,0.00154511830071925,"SNAP25/ANXA11/CD59/SCAMP1/RAP2B/ATP6V1D/TMEM30A",7
"GO:0030665","GO:0030665","clathrin-coated vesicle membrane","6/177","116/19550",0.000659523764331227,0.00271048181194663,0.00155779682460778,"VAMP2/RAB3A/SH3GL2/SYT1/SLC17A7/NRGN",6
"GO:0070820","GO:0070820","tertiary granule","7/177","164/19550",0.000747763341704028,0.00303609935125611,0.00174493918672849,"SNAP25/NFASC/FTH1/ATP6V0A1/CD59/RAP2B/SVIP",7
"GO:0099568","GO:0099568","cytoplasmic region","9/177","271/19550",0.000835982863490738,0.00335388363090927,0.00192757953486586,"TUBB4A/NEFL/MAPT/MAP1A/UCHL1/ACTR1A/HPCA/WASF1/PPFIA3",9
"GO:0031968","GO:0031968","organelle outer membrane","8/177","230/19550",0.00120641757840578,0.0047830908696794,0.00274898866163051,"CNP/HK1/DNM1L/SNCA/SLC44A1/WASF1/CISD1/CHCHD6",8
"GO:0019867","GO:0019867","outer membrane","8/177","232/19550",0.00127480602663256,0.00497315018661535,0.00285822156594479,"CNP/HK1/DNM1L/SNCA/SLC44A1/WASF1/CISD1/CHCHD6",8
"GO:0098533","GO:0098533","ATPase dependent transmembrane transport complex","3/177","24/19550",0.0012838696327464,0.00497315018661535,0.00285822156594479,"ATP1A3/ATP1A1/ATP1B1",3
"GO:0030662","GO:0030662","coated vesicle membrane","7/177","181/19550",0.00132869114990245,0.00508828315360372,0.00292439200457,"VAMP2/RAB3A/SH3GL2/SYT1/CD59/SLC17A7/NRGN",7
"GO:0005902","GO:0005902","microvillus","5/177","91/19550",0.00142650635385352,0.00540149035110826,0.00310440176356058,"CNP/ATP6V1A/NFASC/ATP6V1B1/ATP6V1E1",5
"GO:0005798","GO:0005798","Golgi-associated vesicle","5/177","96/19550",0.00180828591953658,0.00677102616537587,0.0038915158970144,"MAP6/PACSIN1/ACTR1A/NRGN/VPS41",5
"GO:0005874","GO:0005874","microtubule","11/177","429/19550",0.00188162981565828,0.00696823349315208,0.0040048569818522,"TUBB4A/TUBA4A/MAPT/MAP1A/DNM1/MAP6/TPPP/SYNJ1/DNM1L/SIRT2/DYNC1I1",11
"GO:0032809","GO:0032809","neuronal cell body membrane","3/177","28/19550",0.00202360978523513,0.00741257062635042,0.0042602311268108,"ATP1A3/ATP2B1/HPCA",3
"GO:0045177","GO:0045177","apical part of cell","11/177","435/19550",0.00209656556347287,0.00759723220312212,0.00436636178470864,"ATP1A1/ATP2B1/ATP6V1A/ATP2B2/SPTBN2/ATP6V1B2/ATP6V1B1/ATP1B1/ATP6V1E1/ATP6V0D1/TMEM30A",11
"GO:1904115","GO:1904115","axon cytoplasm","4/177","63/19550",0.00255238095481404,0.00915055725289714,0.0052591052148464,"NEFL/MAPT/MAP1A/UCHL1",4
"GO:0044298","GO:0044298","cell body membrane","3/177","31/19550",0.00272194878010271,0.00965575514625908,0.00554945790070801,"ATP1A3/ATP2B1/HPCA",3
"GO:0031301","GO:0031301","integral component of organelle membrane","10/177","387/19550",0.00284131838406349,0.00997421141072287,0.00573248445907546,"ATP2B1/STX1A/VAMP2/ATP6V1G2/SYT1/SLC17A7/SYP/CHCHD6/SLC6A17/SYNGR1",10
"GO:0099056","GO:0099056","integral component of presynaptic membrane","4/177","66/19550",0.00302414324366047,0.0105065595166348,0.00603844120275124,"ATP2B1/STX1A/PRRT2/NPTN",4
"GO:0043204","GO:0043204","perikaryon","6/177","158/19550",0.00319750482180765,0.0109876715815076,0.00631495102607339,"ENO2/SIRT2/NCDN/HPCA/CPNE6/CNTNAP2",6
"GO:0097386","GO:0097386","glial cell projection","3/177","33/19550",0.0032604366710705,0.0109876715815076,0.00631495102607339,"MAPT/NFASC/SIRT2",3
"GO:0098686","GO:0098686","hippocampal mossy fiber to CA3 synapse","3/177","33/19550",0.0032604366710705,0.0109876715815076,0.00631495102607339,"YWHAZ/SH3GL2/SYT1",3
"GO:0033179","GO:0033179","proton-transporting V-type ATPase, V0 domain","2/177","10/19550",0.00349688591298115,0.0116678272542044,0.00670585730055791,"ATP6V0A1/ATP6V0D1",2
"GO:0043198","GO:0043198","dendritic shaft","3/177","36/19550",0.00418297966591568,0.0136360142058978,0.00783703455844197,"NSF/MAP1A/PRKAR2B",3
"GO:0042589","GO:0042589","zymogen granule membrane","2/177","11/19550",0.00424860976741623,0.0136360142058978,0.00783703455844197,"VAMP2/SCAMP1",2
"GO:0043220","GO:0043220","Schmidt-Lanterman incisure","2/177","11/19550",0.00424860976741623,0.0136360142058978,0.00783703455844197,"SIRT2/MAG",2
"GO:0044754","GO:0044754","autolysosome","2/177","11/19550",0.00424860976741623,0.0136360142058978,0.00783703455844197,"FTL/FTH1",2
"GO:0070821","GO:0070821","tertiary granule membrane","4/177","73/19550",0.00434926973098672,0.0138273952768163,0.00794702711520911,"SNAP25/CD59/RAP2B/SVIP",4
"GO:0032838","GO:0032838","plasma membrane bounded cell projection cytoplasm","7/177","226/19550",0.0045941182693112,0.0144693257640923,0.00831596420613145,"TUBB4A/NEFL/MAPT/MAP1A/UCHL1/HPCA/WASF1",7
"GO:0005925","GO:0005925","focal adhesion","10/177","418/19550",0.0048815457659587,0.0152322307697045,0.00875442905396102,"AKAP12/YWHAZ/NFASC/CSRP1/L1CAM/EHD3/CD59/MAP2K1/WASF1/CDH13",10
"GO:0031209","GO:0031209","SCAR complex","2/177","12/19550",0.00506809995570677,0.0155268153188471,0.00892373580717747,"CYFIP2/WASF1",2
"GO:0098993","GO:0098993","anchored component of synaptic vesicle membrane","2/177","12/19550",0.00506809995570677,0.0155268153188471,0.00892373580717747,"SYN1/RAB3A",2
"GO:0030055","GO:0030055","cell-substrate junction","10/177","425/19550",0.00547194322944935,0.0166130168317516,0.00954800904901546,"AKAP12/YWHAZ/NFASC/CSRP1/L1CAM/EHD3/CD59/MAP2K1/WASF1/CDH13",10
"GO:0042583","GO:0042583","chromaffin granule","2/177","13/19550",0.00595408187527813,0.017756863645741,0.0102054128090468,"ANXA7/SYT1",2
