"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0048770","CC","GO:0048770","pigment granule","4/53","109/19550",0.000216946669390161,0.00303725337146225,0.00230267956107101,"CTSD/CAPG/CTSB/LAMP1",4
"GO:0070820","CC","GO:0070820","tertiary granule","4/53","164/19550",0.00101511514054641,0.0131184110470613,0.00994566251061665,"CTSD/ASAH1/LAMP1/CD58",4
"GO:0030667","CC","GO:0030667","secretory granule membrane","5/53","311/19550",0.00151565119524487,0.0181878143429384,0.0137890071146337,"CD44/RAB6A/PSAP/LAMP1/CD58",5
"GO:0004553","MF","GO:0004553","hydrolase activity, hydrolyzing O-glycosyl compounds","5/54","94/18368",8.1783334666881e-06,0.000969953909212012,0.000734898566262426,"HEXB/HEXA/GM2A/MAN2B2/GALC",5
"GO:0015929","MF","GO:0015929","hexosaminidase activity","3/54","15/18368",1.0658834167165e-05,0.000969953909212012,0.000734898566262426,"HEXB/HEXA/GM2A",3
"GO:0016798","MF","GO:0016798","hydrolase activity, acting on glycosyl bonds","5/54","144/18368",6.41331038758134e-05,0.00389074163513268,0.0029478724939409,"HEXB/HEXA/GM2A/MAN2B2/GALC",5
"GO:0043208","MF","GO:0043208","glycosphingolipid binding","2/54","10/18368",0.000376029872502492,0.0150138789252672,0.0113754663921921,"PSAP/EPDR1",2
"GO:0004197","MF","GO:0004197","cysteine-type endopeptidase activity","4/54","119/18368",0.000412469201243605,0.0150138789252672,0.0113754663921921,"CTSD/CAPNS1/CTSB/CAPN2",4
"GO:0004198","MF","GO:0004198","calcium-dependent cysteine-type endopeptidase activity","2/54","16/18368",0.000991466582931639,0.0300744863489264,0.02278633725685,"CAPNS1/CAPN2",2
"GO:0016638","MF","GO:0016638","oxidoreductase activity, acting on the CH-NH2 group of donors","2/54","20/18368",0.0015580390660849,0.0354453887534314,0.026855673375937,"GLDC/PNPO",2
"GO:0097001","MF","GO:0097001","ceramide binding","2/54","20/18368",0.0015580390660849,0.0354453887534314,0.026855673375937,"PSAP/EPDR1",2
"GO:0008234","MF","GO:0008234","cysteine-type peptidase activity","4/54","190/18368",0.00234317007723979,0.0473841060064047,0.0359012023530307,"CTSD/CAPNS1/CTSB/CAPN2",4
