"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0010720","GO:0010720","positive regulation of cell development","4/20","298/18723",0.000249162409966919,0.00211055217854331,0.00135766514409219,"FN1/FGB/FGA/FGG",4
"GO:1904019","GO:1904019","epithelial cell apoptotic process","3/20","121/18723",0.000276982758644136,0.0023122038982467,0.00148738262460314,"FGB/FGA/FGG",3
"GO:0046887","GO:0046887","positive regulation of hormone secretion","3/20","133/18723",0.000365667894993377,0.00300892439308836,0.00193556539906269,"FGB/FGA/FGG",3
"GO:0050714","GO:0050714","positive regulation of protein secretion","3/20","137/18723",0.000398841356132999,0.00323567072017757,0.00208142560947095,"FGB/FGA/FGG",3
"GO:0035296","GO:0035296","regulation of tube diameter","3/20","141/18723",0.000433896239557782,0.00342361964363401,0.00220232842572948,"FGB/FGA/FGG",3
"GO:0097746","GO:0097746","blood vessel diameter maintenance","3/20","141/18723",0.000433896239557782,0.00342361964363401,0.00220232842572948,"FGB/FGA/FGG",3
"GO:0035150","GO:0035150","regulation of tube size","3/20","142/18723",0.00044295915604205,0.00344789829567866,0.00221794627207399,"FGB/FGA/FGG",3
"GO:0042542","GO:0042542","response to hydrogen peroxide","3/20","146/18723",0.000480428280764733,0.00368968919627315,0.00237348427830436,"HBA1/HBB/CAT",3
"GO:0051592","GO:0051592","response to calcium ion","3/20","149/18723",0.000509827567745989,0.00386395630291697,0.00248558592585302,"FGB/FGA/FGG",3
"GO:2001236","GO:2001236","regulation of extrinsic apoptotic signaling pathway","3/20","151/18723",0.000530055078349618,0.00396508733934259,0.00255064097852448,"FGB/FGA/FGG",3
"GO:0010038","GO:0010038","response to metal ion","4/20","373/18723",0.000583221648442634,0.00430686755773022,0.00277049959853991,"FGB/FGA/FGG/CAT",4
"GO:0032102","GO:0032102","negative regulation of response to external stimulus","4/20","420/18723",0.000909367582805261,0.00663032566703583,0.00426512177411662,"FGB/FGA/FGG/PROS1",4
"GO:0090276","GO:0090276","regulation of peptide hormone secretion","3/20","196/18723",0.00112941183688552,0.00813176522557574,0.00523096008662767,"FGB/FGA/FGG",3
"GO:0022407","GO:0022407","regulation of cell-cell adhesion","4/20","448/18723",0.00115577811098177,0.00821886656698148,0.00528699018928633,"FGB/FGA/FGG/SPTA1",4
"GO:0042149","GO:0042149","cellular response to glucose starvation","2/20","48/18723",0.00118731823907203,0.00830749164787069,0.00534400047523846,"SLC2A1/ASNS",2
"GO:0002791","GO:0002791","regulation of peptide secretion","3/20","200/18723",0.00119708647009248,0.00830749164787069,0.00534400047523846,"FGB/FGA/FGG",3
"GO:0017157","GO:0017157","regulation of exocytosis","3/20","202/18723",0.0012318656934558,0.00834770164035932,0.00536986655227792,"FGB/FGA/FGG",3
"GO:0090087","GO:0090087","regulation of peptide transport","3/20","202/18723",0.0012318656934558,0.00834770164035932,0.00536986655227792,"FGB/FGA/FGG",3
"GO:0070374","GO:0070374","positive regulation of ERK1 and ERK2 cascade","3/20","217/18723",0.00151322383075323,0.0101350805408588,0.00651964245318403,"FGB/FGA/FGG",3
"GO:0097191","GO:0097191","extrinsic apoptotic signaling pathway","3/20","219/18723",0.00155353235344852,0.0102854555814523,0.00661637493543713,"FGB/FGA/FGG",3
"GO:0000302","GO:0000302","response to reactive oxygen species","3/20","222/18723",0.00161525465112798,0.0105725758982923,0.00680107221527572,"HBA1/HBB/CAT",3
"GO:2001234","GO:2001234","negative regulation of apoptotic signaling pathway","3/20","224/18723",0.00165724865932597,0.0107255643569861,0.00689948584367525,"FGB/FGA/FGG",3
"GO:0016485","GO:0016485","protein processing","3/20","225/18723",0.00167850097215182,0.0107424062217716,0.00691031979178291,"FGB/FGA/FGG",3
"GO:0019731","GO:0019731","antibacterial humoral response","2/20","60/18723",0.00184882877294345,0.0117024766287409,0.00752790894246493,"FGB/FGA",2
"GO:0030072","GO:0030072","peptide hormone secretion","3/20","236/18723",0.00192366826026426,0.0120438360642632,0.00774749688344417,"FGB/FGA/FGG",3
"GO:0002790","GO:0002790","peptide secretion","3/20","242/18723",0.00206635300967476,0.0127980573502437,0.008232668470917,"FGB/FGA/FGG",3
"GO:0046883","GO:0046883","regulation of hormone secretion","3/20","249/18723",0.00224098907306931,0.0137320181498715,0.00883346196775359,"FGB/FGA/FGG",3
"GO:1903522","GO:1903522","regulation of blood circulation","3/20","256/18723",0.00242458044185463,0.0147006140474554,0.00945653535216431,"FGB/FGA/FGG",3
"GO:0015833","GO:0015833","peptide transport","3/20","264/18723",0.00264556972715871,0.0158734183629522,0.0102109708767529,"FGB/FGA/FGG",3
"GO:0050708","GO:0050708","regulation of protein secretion","3/20","268/18723",0.00276060160839209,0.0163928507879778,0.0105451086940208,"FGB/FGA/FGG",3
"GO:0014068","GO:0014068","positive regulation of phosphatidylinositol 3-kinase signaling","2/20","79/18723",0.00317935276103721,0.0185455331663572,0.0119298751362532,"FN1/CAT",2
"GO:1903532","GO:1903532","positive regulation of secretion by cell","3/20","282/18723",0.00318751351296765,0.0185455331663572,0.0119298751362532,"FGB/FGA/FGG",3
"GO:0051604","GO:0051604","protein maturation","3/20","294/18723",0.00358418378524362,0.0206364528072865,0.0132749111625819,"FGB/FGA/FGG",3
"GO:0046879","GO:0046879","hormone secretion","3/20","295/18723",0.00361854467627766,0.0206364528072865,0.0132749111625819,"FGB/FGA/FGG",3
"GO:0042886","GO:0042886","amide transport","3/20","301/18723",0.00382897891061839,0.0216224691423156,0.0139091906763434,"FGB/FGA/FGG",3
"GO:0051222","GO:0051222","positive regulation of protein transport","3/20","303/18723",0.00390075918406598,0.0218139542720583,0.0140323682451837,"FGB/FGA/FGG",3
"GO:0009914","GO:0009914","hormone transport","3/20","306/18723",0.00400997340586695,0.0222090834786477,0.0142865449277851,"FGB/FGA/FGG",3
"GO:0051047","GO:0051047","positive regulation of secretion","3/20","310/18723",0.00415848993327463,0.0228122876339637,0.0146745709926082,"FGB/FGA/FGG",3
"GO:0006959","GO:0006959","humoral immune response","3/20","317/18723",0.00442642850839404,0.0240530454795752,0.0154727193143466,"FGB/FGA/C4BPA",3
"GO:1904951","GO:1904951","positive regulation of establishment of protein localization","3/20","319/18723",0.00450487476754684,0.0242505408047381,0.0155997630907672,"FGB/FGA/FGG",3
"GO:0007229","GO:0007229","integrin-mediated signaling pathway","2/20","107/18723",0.00574828891627749,0.0306575408868133,0.0197212251318682,"FN1/ITGA2B",2
"GO:0006887","GO:0006887","exocytosis","3/20","352/18723",0.00592345190923575,0.0313019110066036,0.0201357322264702,"FGB/FGA/FGG",3
"GO:0003014","GO:0003014","renal system process","2/20","110/18723",0.00606507787823717,0.0317144124008952,0.0204010840005758,"HBB/SLC4A1",2
"GO:2001233","GO:2001233","regulation of apoptotic signaling pathway","3/20","356/18723",0.0061116315564225,0.0317144124008952,0.0204010840005758,"FGB/FGA/FGG",3
"GO:0014066","GO:0014066","regulation of phosphatidylinositol 3-kinase signaling","2/20","111/18723",0.00617242238250278,0.0317438865385858,0.0204200439721897,"FN1/CAT",2
"GO:0009306","GO:0009306","protein secretion","3/20","359/18723",0.0062551128287656,0.0318486995589247,0.0204874675525247,"FGB/FGA/FGG",3
"GO:0035592","GO:0035592","establishment of protein localization to extracellular region","3/20","360/18723",0.00630338845437051,0.0318486995589247,0.0204874675525247,"FGB/FGA/FGG",3
"GO:0071347","GO:0071347","cellular response to interleukin-1","2/20","113/18723",0.00638972290171798,0.0320041773164309,0.0205874824842538,"FGB/FGG",2
"GO:0071692","GO:0071692","protein localization to extracellular region","3/20","368/18723",0.00669770877616448,0.0332575884057822,0.021393770319509,"FGB/FGA/FGG",3
"GO:0019730","GO:0019730","antimicrobial humoral response","2/20","122/18723",0.00741031178503074,0.0364815349416898,0.0234676540560578,"FGB/FGA",2
"GO:0007009","GO:0007009","plasma membrane organization","2/20","142/18723",0.00992337399301803,0.0484395205082914,0.0311599254731699,"SLC4A1/SPTA1",2
"GO:0070555","GO:0070555","response to interleukin-1","2/20","143/18723",0.0100577176931669,0.0486827343803706,0.0313163788411741,"FGB/FGG",2
"GO:0014065","GO:0014065","phosphatidylinositol 3-kinase signaling","2/20","144/18723",0.0101928764091833,0.0489258067640799,0.0314727411932678,"FN1/CAT",2
