"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0070371","BP","GO:0070371","ERK1 and ERK2 cascade","5/20","330/18723",2.05804631109918e-05,0.000246965557331902,0.000158866732786604,"FN1/FGB/FGA/FGG/FBLN1",5
"GO:1903034","BP","GO:1903034","regulation of response to wounding","4/20","167/18723",2.64605972442182e-05,0.000311047020666728,0.000200088726744679,"FGB/FGA/FGG/PROS1",4
"GO:2000351","BP","GO:2000351","regulation of endothelial cell apoptotic process","3/20","59/18723",3.26162667743549e-05,0.000375739393240569,0.000241703703254167,"FGB/FGA/FGG",3
"GO:0031638","BP","GO:0031638","zymogen activation","3/20","60/18723",3.43095326105553e-05,0.000387495897719213,0.00024926636695388,"FGB/FGA/FGG",3
"GO:0034113","BP","GO:0034113","heterotypic cell-cell adhesion","3/20","61/18723",3.60595913538438e-05,0.000399429319611808,0.000256942837177186,"FGB/FGA/FGG",3
"GO:0072577","BP","GO:0072577","endothelial cell apoptotic process","3/20","65/18723",4.36453744695709e-05,0.00047433463574477,0.000305127543461548,"FGB/FGA/FGG",3
"GO:0019229","BP","GO:0019229","regulation of vasoconstriction","3/20","66/18723",4.56925896632782e-05,0.000487387623074967,0.000313524201978049,"FGB/FGA/FGG",3
"GO:0010770","BP","GO:0010770","positive regulation of cell morphogenesis involved in differentiation","3/20","79/18723",7.82663599405331e-05,0.000808027120583913,0.000519783527860997,"FGB/FGA/FGG",3
"GO:0045785","BP","GO:0045785","positive regulation of cell adhesion","5/20","437/18723",7.85581922789915e-05,0.000808027120583913,0.000519783527860997,"FN1/FGB/FGA/FGG/SPTA1",5
"GO:0008625","BP","GO:0008625","extrinsic apoptotic signaling pathway via death domain receptors","3/20","82/18723",8.7471003878552e-05,0.000883917512877999,0.000568601908868888,"FGB/FGA/FGG",3
"GO:0042310","BP","GO:0042310","vasoconstriction","3/20","84/18723",9.39841993722532e-05,0.000933360324800308,0.00060040722647973,"FGB/FGA/FGG",3
"GO:0045921","BP","GO:0045921","positive regulation of exocytosis","3/20","86/18723",0.000100806525345676,0.000984145061001853,0.00063307577023511,"FGB/FGA/FGG",3
"GO:0072593","BP","GO:0072593","reactive oxygen species metabolic process","4/20","239/18723",0.00010681403620424,0.00102541474756071,0.000659623521822677,"HBA1/HBB/HBD/CAT",4
"GO:1904035","BP","GO:1904035","regulation of epithelial cell apoptotic process","3/20","96/18723",0.000139783714821927,0.00131992491372836,0.000849074505907135,"FGB/FGA/FGG",3
"GO:2001237","BP","GO:2001237","negative regulation of extrinsic apoptotic signaling pathway","3/20","97/18723",0.000144146683670737,0.00133916919023137,0.000861453865061113,"FGB/FGA/FGG",3
"GO:0003018","BP","GO:0003018","vascular process in circulatory system","4/20","263/18723",0.000154421463932303,0.00141185338452392,0.000908209779518308,"FGB/FGA/FGG/SLC2A1",4
"GO:0090277","BP","GO:0090277","positive regulation of peptide hormone secretion","3/20","103/18723",0.000172195602824019,0.00154976042541617,0.000996921911086427,"FGB/FGA/FGG",3
"GO:0002793","BP","GO:0002793","positive regulation of peptide secretion","3/20","106/18723",0.000187458185339478,0.00166116791931599,0.00106858755043719,"FGB/FGA/FGG",3
"GO:0022409","BP","GO:0022409","positive regulation of cell-cell adhesion","4/20","284/18723",0.000207316169099345,0.00180930474850337,0.00116388024757527,"FGB/FGA/FGG/SPTA1",4
"GO:0051258","BP","GO:0051258","protein polymerization","4/20","297/18723",0.000245986892033077,0.00211055217854331,0.00135766514409219,"FGB/FGA/FGG/SPTA1",4
"GO:0010720","BP","GO:0010720","positive regulation of cell development","4/20","298/18723",0.000249162409966919,0.00211055217854331,0.00135766514409219,"FN1/FGB/FGA/FGG",4
"GO:1904019","BP","GO:1904019","epithelial cell apoptotic process","3/20","121/18723",0.000276982758644136,0.0023122038982467,0.00148738262460314,"FGB/FGA/FGG",3
"GO:0046887","BP","GO:0046887","positive regulation of hormone secretion","3/20","133/18723",0.000365667894993377,0.00300892439308836,0.00193556539906269,"FGB/FGA/FGG",3
"GO:0050714","BP","GO:0050714","positive regulation of protein secretion","3/20","137/18723",0.000398841356132999,0.00323567072017757,0.00208142560947095,"FGB/FGA/FGG",3
"GO:0035296","BP","GO:0035296","regulation of tube diameter","3/20","141/18723",0.000433896239557782,0.00342361964363401,0.00220232842572948,"FGB/FGA/FGG",3
"GO:0097746","BP","GO:0097746","blood vessel diameter maintenance","3/20","141/18723",0.000433896239557782,0.00342361964363401,0.00220232842572948,"FGB/FGA/FGG",3
"GO:0035150","BP","GO:0035150","regulation of tube size","3/20","142/18723",0.00044295915604205,0.00344789829567866,0.00221794627207399,"FGB/FGA/FGG",3
"GO:0042542","BP","GO:0042542","response to hydrogen peroxide","3/20","146/18723",0.000480428280764733,0.00368968919627315,0.00237348427830436,"HBA1/HBB/CAT",3
"GO:0051592","BP","GO:0051592","response to calcium ion","3/20","149/18723",0.000509827567745989,0.00386395630291697,0.00248558592585302,"FGB/FGA/FGG",3
"GO:2001236","BP","GO:2001236","regulation of extrinsic apoptotic signaling pathway","3/20","151/18723",0.000530055078349618,0.00396508733934259,0.00255064097852448,"FGB/FGA/FGG",3
"GO:0010038","BP","GO:0010038","response to metal ion","4/20","373/18723",0.000583221648442634,0.00430686755773022,0.00277049959853991,"FGB/FGA/FGG/CAT",4
"GO:0032102","BP","GO:0032102","negative regulation of response to external stimulus","4/20","420/18723",0.000909367582805261,0.00663032566703583,0.00426512177411662,"FGB/FGA/FGG/PROS1",4
"GO:0090276","BP","GO:0090276","regulation of peptide hormone secretion","3/20","196/18723",0.00112941183688552,0.00813176522557574,0.00523096008662767,"FGB/FGA/FGG",3
"GO:0022407","BP","GO:0022407","regulation of cell-cell adhesion","4/20","448/18723",0.00115577811098177,0.00821886656698148,0.00528699018928633,"FGB/FGA/FGG/SPTA1",4
"GO:0042149","BP","GO:0042149","cellular response to glucose starvation","2/20","48/18723",0.00118731823907203,0.00830749164787069,0.00534400047523846,"SLC2A1/ASNS",2
"GO:0002791","BP","GO:0002791","regulation of peptide secretion","3/20","200/18723",0.00119708647009248,0.00830749164787069,0.00534400047523846,"FGB/FGA/FGG",3
"GO:0017157","BP","GO:0017157","regulation of exocytosis","3/20","202/18723",0.0012318656934558,0.00834770164035932,0.00536986655227792,"FGB/FGA/FGG",3
"GO:0090087","BP","GO:0090087","regulation of peptide transport","3/20","202/18723",0.0012318656934558,0.00834770164035932,0.00536986655227792,"FGB/FGA/FGG",3
"GO:0070374","BP","GO:0070374","positive regulation of ERK1 and ERK2 cascade","3/20","217/18723",0.00151322383075323,0.0101350805408588,0.00651964245318403,"FGB/FGA/FGG",3
"GO:0097191","BP","GO:0097191","extrinsic apoptotic signaling pathway","3/20","219/18723",0.00155353235344852,0.0102854555814523,0.00661637493543713,"FGB/FGA/FGG",3
"GO:0000302","BP","GO:0000302","response to reactive oxygen species","3/20","222/18723",0.00161525465112798,0.0105725758982923,0.00680107221527572,"HBA1/HBB/CAT",3
"GO:2001234","BP","GO:2001234","negative regulation of apoptotic signaling pathway","3/20","224/18723",0.00165724865932597,0.0107255643569861,0.00689948584367525,"FGB/FGA/FGG",3
"GO:0016485","BP","GO:0016485","protein processing","3/20","225/18723",0.00167850097215182,0.0107424062217716,0.00691031979178291,"FGB/FGA/FGG",3
"GO:0019731","BP","GO:0019731","antibacterial humoral response","2/20","60/18723",0.00184882877294345,0.0117024766287409,0.00752790894246493,"FGB/FGA",2
"GO:0030072","BP","GO:0030072","peptide hormone secretion","3/20","236/18723",0.00192366826026426,0.0120438360642632,0.00774749688344417,"FGB/FGA/FGG",3
"GO:0002790","BP","GO:0002790","peptide secretion","3/20","242/18723",0.00206635300967476,0.0127980573502437,0.008232668470917,"FGB/FGA/FGG",3
"GO:0046883","BP","GO:0046883","regulation of hormone secretion","3/20","249/18723",0.00224098907306931,0.0137320181498715,0.00883346196775359,"FGB/FGA/FGG",3
"GO:1903522","BP","GO:1903522","regulation of blood circulation","3/20","256/18723",0.00242458044185463,0.0147006140474554,0.00945653535216431,"FGB/FGA/FGG",3
"GO:0015833","BP","GO:0015833","peptide transport","3/20","264/18723",0.00264556972715871,0.0158734183629522,0.0102109708767529,"FGB/FGA/FGG",3
"GO:0050708","BP","GO:0050708","regulation of protein secretion","3/20","268/18723",0.00276060160839209,0.0163928507879778,0.0105451086940208,"FGB/FGA/FGG",3
"GO:0014068","BP","GO:0014068","positive regulation of phosphatidylinositol 3-kinase signaling","2/20","79/18723",0.00317935276103721,0.0185455331663572,0.0119298751362532,"FN1/CAT",2
"GO:1903532","BP","GO:1903532","positive regulation of secretion by cell","3/20","282/18723",0.00318751351296765,0.0185455331663572,0.0119298751362532,"FGB/FGA/FGG",3
"GO:0051604","BP","GO:0051604","protein maturation","3/20","294/18723",0.00358418378524362,0.0206364528072865,0.0132749111625819,"FGB/FGA/FGG",3
"GO:0046879","BP","GO:0046879","hormone secretion","3/20","295/18723",0.00361854467627766,0.0206364528072865,0.0132749111625819,"FGB/FGA/FGG",3
"GO:0042886","BP","GO:0042886","amide transport","3/20","301/18723",0.00382897891061839,0.0216224691423156,0.0139091906763434,"FGB/FGA/FGG",3
"GO:0051222","BP","GO:0051222","positive regulation of protein transport","3/20","303/18723",0.00390075918406598,0.0218139542720583,0.0140323682451837,"FGB/FGA/FGG",3
"GO:0009914","BP","GO:0009914","hormone transport","3/20","306/18723",0.00400997340586695,0.0222090834786477,0.0142865449277851,"FGB/FGA/FGG",3
"GO:0051047","BP","GO:0051047","positive regulation of secretion","3/20","310/18723",0.00415848993327463,0.0228122876339637,0.0146745709926082,"FGB/FGA/FGG",3
"GO:0006959","BP","GO:0006959","humoral immune response","3/20","317/18723",0.00442642850839404,0.0240530454795752,0.0154727193143466,"FGB/FGA/C4BPA",3
"GO:1904951","BP","GO:1904951","positive regulation of establishment of protein localization","3/20","319/18723",0.00450487476754684,0.0242505408047381,0.0155997630907672,"FGB/FGA/FGG",3
"GO:0007229","BP","GO:0007229","integrin-mediated signaling pathway","2/20","107/18723",0.00574828891627749,0.0306575408868133,0.0197212251318682,"FN1/ITGA2B",2
"GO:0006887","BP","GO:0006887","exocytosis","3/20","352/18723",0.00592345190923575,0.0313019110066036,0.0201357322264702,"FGB/FGA/FGG",3
"GO:0003014","BP","GO:0003014","renal system process","2/20","110/18723",0.00606507787823717,0.0317144124008952,0.0204010840005758,"HBB/SLC4A1",2
"GO:2001233","BP","GO:2001233","regulation of apoptotic signaling pathway","3/20","356/18723",0.0061116315564225,0.0317144124008952,0.0204010840005758,"FGB/FGA/FGG",3
"GO:0014066","BP","GO:0014066","regulation of phosphatidylinositol 3-kinase signaling","2/20","111/18723",0.00617242238250278,0.0317438865385858,0.0204200439721897,"FN1/CAT",2
"GO:0009306","BP","GO:0009306","protein secretion","3/20","359/18723",0.0062551128287656,0.0318486995589247,0.0204874675525247,"FGB/FGA/FGG",3
"GO:0035592","BP","GO:0035592","establishment of protein localization to extracellular region","3/20","360/18723",0.00630338845437051,0.0318486995589247,0.0204874675525247,"FGB/FGA/FGG",3
"GO:0071347","BP","GO:0071347","cellular response to interleukin-1","2/20","113/18723",0.00638972290171798,0.0320041773164309,0.0205874824842538,"FGB/FGG",2
"GO:0071692","BP","GO:0071692","protein localization to extracellular region","3/20","368/18723",0.00669770877616448,0.0332575884057822,0.021393770319509,"FGB/FGA/FGG",3
"GO:0019730","BP","GO:0019730","antimicrobial humoral response","2/20","122/18723",0.00741031178503074,0.0364815349416898,0.0234676540560578,"FGB/FGA",2
"GO:0007009","BP","GO:0007009","plasma membrane organization","2/20","142/18723",0.00992337399301803,0.0484395205082914,0.0311599254731699,"SLC4A1/SPTA1",2
"GO:0070555","BP","GO:0070555","response to interleukin-1","2/20","143/18723",0.0100577176931669,0.0486827343803706,0.0313163788411741,"FGB/FGG",2
"GO:0014065","BP","GO:0014065","phosphatidylinositol 3-kinase signaling","2/20","144/18723",0.0101928764091833,0.0489258067640799,0.0314727411932678,"FN1/CAT",2
"GO:0072562","CC","GO:0072562","blood microparticle","12/21","146/19550",5.26825168323462e-21,3.95118876242597e-19,2.16275595417e-19,"FN1/HBA1/HBB/FGB/FGA/HBD/FGG/SLC4A1/ITGA2B/SLC2A1/C4BPA/PROS1",12
"GO:0031091","CC","GO:0031091","platelet alpha granule","6/21","91/19550",4.41381699567575e-10,1.65518137337841e-08,9.05994014901864e-09,"FN1/FGB/FGA/FGG/ITGA2B/PROS1",6
"GO:0031093","CC","GO:0031093","platelet alpha granule lumen","5/21","67/19550",7.91945755693935e-09,1.97986438923484e-07,1.08371524463381e-07,"FN1/FGB/FGA/FGG/PROS1",5
"GO:0031838","CC","GO:0031838","haptoglobin-hemoglobin complex","3/21","11/19550",1.75272132891002e-07,3.28635249170629e-06,1.79884557440766e-06,"HBA1/HBB/HBD",3
"GO:0005833","CC","GO:0005833","hemoglobin complex","3/21","12/19550",2.33534783258878e-07,3.50302174888317e-06,1.91744348359921e-06,"HBA1/HBB/HBD",3
"GO:0034774","CC","GO:0034774","secretory granule lumen","6/21","322/19550",8.39460074473196e-07,8.60978806805164e-06,4.71272610040721e-06,"FN1/FGB/FGA/FGG/CAT/PROS1",6
"GO:0060205","CC","GO:0060205","cytoplasmic vesicle lumen","6/21","325/19550",8.86110905671277e-07,8.60978806805164e-06,4.71272610040721e-06,"FN1/FGB/FGA/FGG/CAT/PROS1",6
"GO:0031983","CC","GO:0031983","vesicle lumen","6/21","327/19550",9.18377393925508e-07,8.60978806805164e-06,4.71272610040721e-06,"FN1/FGB/FGA/FGG/CAT/PROS1",6
"GO:0062023","CC","GO:0062023","collagen-containing extracellular matrix","5/21","425/19550",7.23806873701195e-05,0.000603172394750996,0.000330157521337387,"FN1/FGB/FGA/FGG/FBLN1",5
"GO:0030863","CC","GO:0030863","cortical cytoskeleton","3/21","108/19550",0.000202812980239683,0.00152109735179763,0.000832600655720806,"SLC4A1/SPTA1/SLC2A1",3
"GO:0071682","CC","GO:0071682","endocytic vesicle lumen","2/21","23/19550",0.000274277034674126,0.00182863310797744,0.00100093601699818,"HBA1/HBB",2
"GO:0005938","CC","GO:0005938","cell cortex","4/21","308/19550",0.00029258129727639,0.00182863310797744,0.00100093601699818,"FGB/SLC4A1/SPTA1/SLC2A1",4
"GO:0009897","CC","GO:0009897","external side of plasma membrane","4/21","421/19550",0.000948742760967979,0.00547351592866142,0.00299602977147783,"FGB/FGA/FGG/ITGA2B",4
"GO:0030864","CC","GO:0030864","cortical actin cytoskeleton","2/21","79/19550",0.00322128747971878,0.0172568972127792,0.00944588057962649,"SPTA1/SLC2A1",2
"GO:0005788","CC","GO:0005788","endoplasmic reticulum lumen","3/21","313/19550",0.00436532719369606,0.0218266359684803,0.0119472112669576,"FN1/FGA/FGG",3
"GO:0005604","CC","GO:0005604","basement membrane","2/21","96/19550",0.00471557667607726,0.0221042656691122,0.0120991769978298,"FN1/FBLN1",2
"GO:1904813","CC","GO:1904813","ficolin-1-rich granule lumen","2/21","124/19550",0.00774500764390224,0.034169151370157,0.0187031144341912,"HBB/CAT",2
"GO:0030018","CC","GO:0030018","Z disc","2/21","130/19550",0.00848297842077782,0.0353457434199076,0.0193471437666862,"SLC4A1/SLC2A1",2
"GO:0031674","CC","GO:0031674","I band","2/21","141/19550",0.00991480319734978,0.0391373810421702,0.0214225664651879,"SLC4A1/SLC2A1",2
"GO:0031235","CC","GO:0031235","intrinsic component of the cytoplasmic side of the plasma membrane","1/21","10/19550",0.0106923631947692,0.0400963619803844,0.0219474823471578,"SPTA1",1
"GO:0045120","CC","GO:0045120","pronucleus","1/21","13/19550",0.0138787810504056,0.0493665937388807,0.0270217144675978,"SLC2A1",1
"GO:0009898","CC","GO:0009898","cytoplasmic side of plasma membrane","2/21","172/19550",0.0144808674967383,0.0493665937388807,0.0270217144675978,"SLC4A1/SPTA1",2
"GO:0031720","MF","GO:0031720","haptoglobin binding","3/21","10/18368",1.53756663138792e-07,1.01143026733312e-05,5.87400518233388e-06,"HBA1/HBB/HBD",3
"GO:0004601","MF","GO:0004601","peroxidase activity","4/21","51/18368",3.04655380935557e-07,1.01143026733312e-05,5.87400518233388e-06,"HBA1/HBB/HBD/CAT",4
"GO:0016684","MF","GO:0016684","oxidoreductase activity, acting on peroxide as acceptor","4/21","55/18368",4.14552109977738e-07,1.01143026733312e-05,5.87400518233388e-06,"HBA1/HBB/HBD/CAT",4
"GO:0005344","MF","GO:0005344","oxygen carrier activity","3/21","14/18368",4.65025410268099e-07,1.01143026733312e-05,5.87400518233388e-06,"HBA1/HBB/HBD",3
"GO:0005201","MF","GO:0005201","extracellular matrix structural constituent","5/21","172/18368",1.22418273615557e-06,2.13007796091069e-05,1.23706887022036e-05,"FN1/FGB/FGA/FGG/FBLN1",5
"GO:0016209","MF","GO:0016209","antioxidant activity","4/21","86/18368",2.52252014228396e-06,3.65765420631174e-05,2.12422748823912e-05,"HBA1/HBB/HBD/CAT",4
"GO:0019825","MF","GO:0019825","oxygen binding","3/21","39/18368",1.14628049835961e-05,0.000142466290510408,8.27390434906183e-05,"HBA1/HBB/HBD",3
"GO:0020037","MF","GO:0020037","heme binding","4/21","139/18368",1.70072726286719e-05,0.000184954089836807,0.000107414353444244,"HBA1/HBB/HBD/CAT",4
"GO:0046906","MF","GO:0046906","tetrapyrrole binding","4/21","149/18368",2.23550549497846e-05,0.000216098864514585,0.000125502062875984,"HBA1/HBB/HBD/CAT",4
"GO:0140104","MF","GO:0140104","molecular carrier activity","3/21","73/18368",7.60851042474826e-05,0.000661940406953098,0.000384430000408333,"HBA1/HBB/HBD",3
"GO:0043177","MF","GO:0043177","organic acid binding","3/21","135/18368",0.000468692482381381,0.00370693145156183,0.00215284585208672,"HBA1/HBB/HBD",3
"GO:0016504","MF","GO:0016504","peptidase activator activity","2/21","43/18368",0.00109285730827031,0.00792321548495972,0.00460150445587497,"FN1/FBLN1",2
"GO:0061134","MF","GO:0061134","peptidase regulator activity","3/21","230/18368",0.00218169267626657,0.0146005586796301,0.00847945331666359,"FN1/FBLN1/PROS1",3
"GO:0051087","MF","GO:0051087","chaperone binding","2/21","107/18368",0.00656785768733554,0.0408145441998709,0.0237035465407598,"FN1/FGB",2
