"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051346","GO:0051346","negative regulation of hydrolase activity","15/51","379/18723",4.90255046371671e-14,4.296416951839e-12,2.79140433101573e-12,"C3/A2M/CRYAB/APOA1/ITIH1/SERPINA1/ITIH2/SERPINA3/AHSG/SERPINC1/HRG/KNG1/SERPINF2/APOA2/SERPING1",15
"GO:0006909","GO:0006909","phagocytosis","14/51","308/18723",5.92225427466731e-14,4.75754426731607e-12,3.09100113458513e-12,"C3/APOA1/IGHG3/IGKC/IGHA1/IGHG2/AHSG/IGHG4/CD14/APOA2/IGHV3-74/IGHV3-23/IGHV1-18/IGHV1-69-2",14
"GO:0010951","GO:0010951","negative regulation of endopeptidase activity","13/51","252/18723",1.05536096493916e-13,7.82590746308731e-12,5.08453258411984e-12,"C3/A2M/CRYAB/ITIH1/SERPINA1/ITIH2/SERPINA3/AHSG/SERPINC1/HRG/KNG1/SERPINF2/SERPING1",13
"GO:0010466","GO:0010466","negative regulation of peptidase activity","13/51","262/18723",1.73834391604049e-13,1.19697395361645e-11,7.77680172965482e-12,"C3/A2M/CRYAB/ITIH1/SERPINA1/ITIH2/SERPINA3/AHSG/SERPINC1/HRG/KNG1/SERPINF2/SERPING1",13
"GO:0045861","GO:0045861","negative regulation of proteolysis","14/51","351/18723",3.53412922366096e-13,2.27126704773945e-11,1.47565395654616e-11,"C3/A2M/CRYAB/ITIH1/SERPINA1/ITIH2/SERPINA3/AHSG/SERPINC1/F2/HRG/KNG1/SERPINF2/SERPING1",14
"GO:0006911","GO:0006911","phagocytosis, engulfment","10/51","127/18723",1.45348409446604e-12,8.7572416691579e-11,5.68962523820589e-11,"C3/IGHG3/IGKC/IGHA1/IGHG2/IGHG4/IGHV3-74/IGHV3-23/IGHV1-18/IGHV1-69-2",10
"GO:0099024","GO:0099024","plasma membrane invagination","10/51","136/18723",2.90162683470521e-12,1.64539309920931e-10,1.06902041278613e-10,"C3/IGHG3/IGKC/IGHA1/IGHG2/IGHG4/IGHV3-74/IGHV3-23/IGHV1-18/IGHV1-69-2",10
"GO:0010324","GO:0010324","membrane invagination","10/51","144/18723",5.15567665321743e-12,2.76115127427867e-10,1.79393427407273e-10,"C3/IGHG3/IGKC/IGHA1/IGHG2/IGHG4/IGHV3-74/IGHV3-23/IGHV1-18/IGHV1-69-2",10
"GO:0006910","GO:0006910","phagocytosis, recognition","9/51","100/18723",6.18982102088897e-12,3.14051971796683e-10,2.0404119154731e-10,"IGHG3/IGKC/IGHA1/IGHG2/IGHG4/IGHV3-74/IGHV3-23/IGHV1-18/IGHV1-69-2",9
"GO:0002526","GO:0002526","acute inflammatory response","9/51","112/18723",1.74494701876586e-11,8.41064463045145e-10,5.46443934824046e-10,"C3/SERPINA1/SERPINA3/AHSG/SERPINC1/F2/ORM2/SERPINF2/APOA2",9
"GO:0050853","GO:0050853","B cell receptor signaling pathway","9/51","131/18723",7.22396246110286e-11,3.31614276785865e-09,2.15451511997805e-09,"IGHG3/IGKC/IGHA1/IGHG2/IGHG4/IGHV3-74/IGHV3-23/IGHV1-18/IGHV1-69-2",9
"GO:0052548","GO:0052548","regulation of endopeptidase activity","13/51","432/18723",9.42946876518516e-11,4.1318217680175e-09,2.68446598817472e-09,"C3/A2M/CRYAB/ITIH1/SERPINA1/ITIH2/SERPINA3/AHSG/SERPINC1/HRG/KNG1/SERPINF2/SERPING1",13
"GO:0042742","GO:0042742","defense response to bacterium","12/51","350/18723",1.24521991137241e-10,5.21909562853482e-09,3.39087344286767e-09,"TF/IGHG3/IGKC/IGHA1/IGHG2/IGHG4/F2/PGLYRP2/IGHV3-74/IGHV3-23/IGHV1-18/IGHV1-69-2",12
"GO:0052547","GO:0052547","regulation of peptidase activity","13/51","461/18723",2.09965890905692e-10,8.43362995137864e-09,5.47937303021434e-09,"C3/A2M/CRYAB/ITIH1/SERPINA1/ITIH2/SERPINA3/AHSG/SERPINC1/HRG/KNG1/SERPINF2/SERPING1",13
"GO:0050871","GO:0050871","positive regulation of B cell activation","9/51","152/18723",2.74538246050239e-10,1.05861947676972e-08,6.87790553262703e-09,"IGHG3/IGKC/IGHA1/IGHG2/IGHG4/IGHV3-74/IGHV3-23/IGHV1-18/IGHV1-69-2",9
"GO:0030193","GO:0030193","regulation of blood coagulation","7/51","66/18723",4.99504617156895e-10,1.85200942668941e-08,1.20326011015527e-08,"SERPINC1/PLG/F2/HRG/KNG1/SERPINF2/SERPING1",7
"GO:1900046","GO:1900046","regulation of hemostasis","7/51","68/18723",6.19230059147677e-10,2.21088065562356e-08,1.43642060504042e-08,"SERPINC1/PLG/F2/HRG/KNG1/SERPINF2/SERPING1",7
"GO:0050818","GO:0050818","regulation of coagulation","7/51","71/18723",8.44228566440241e-10,2.90655835017283e-08,1.88840600387949e-08,"SERPINC1/PLG/F2/HRG/KNG1/SERPINF2/SERPING1",7
"GO:0050864","GO:0050864","regulation of B cell activation","9/51","198/18723",2.85847548891562e-09,9.50196679763676e-08,6.17347700872884e-08,"IGHG3/IGKC/IGHA1/IGHG2/IGHG4/IGHV3-74/IGHV3-23/IGHV1-18/IGHV1-69-2",9
"GO:0006953","GO:0006953","acute-phase response","6/51","49/18723",3.8550284873508e-09,1.19878950380844e-07,7.78859745322149e-08,"SERPINA1/SERPINA3/AHSG/F2/ORM2/SERPINF2",6
"GO:0030195","GO:0030195","negative regulation of blood coagulation","6/51","49/18723",3.8550284873508e-09,1.19878950380844e-07,7.78859745322149e-08,"PLG/F2/HRG/KNG1/SERPINF2/SERPING1",6
"GO:1900047","GO:1900047","negative regulation of hemostasis","6/51","50/18723",4.37168529205847e-09,1.31697019423261e-07,8.55642351570655e-08,"PLG/F2/HRG/KNG1/SERPINF2/SERPING1",6
"GO:0042730","GO:0042730","fibrinolysis","5/51","25/18723",6.25123400483676e-09,1.77967250817887e-07,1.15626243979737e-07,"PLG/F2/HRG/SERPINF2/SERPING1",5
"GO:0050819","GO:0050819","negative regulation of coagulation","6/51","53/18723",6.27685324461429e-09,1.77967250817887e-07,1.15626243979737e-07,"PLG/F2/HRG/KNG1/SERPINF2/SERPING1",6
"GO:0008037","GO:0008037","cell recognition","9/51","225/18723",8.74356463595255e-09,2.40822751687379e-07,1.56463788222309e-07,"IGHG3/IGKC/IGHA1/IGHG2/IGHG4/IGHV3-74/IGHV3-23/IGHV1-18/IGHV1-69-2",9
"GO:0051918","GO:0051918","negative regulation of fibrinolysis","4/51","10/18723",1.01296722788686e-08,2.7125011324526e-07,1.76232602512481e-07,"PLG/F2/HRG/SERPINF2",4
"GO:0050851","GO:0050851","antigen receptor-mediated signaling pathway","9/51","240/18723",1.5316057094004e-08,3.99045379422158e-07,2.59261848390679e-07,"IGHG3/IGKC/IGHA1/IGHG2/IGHG4/IGHV3-74/IGHV3-23/IGHV1-18/IGHV1-69-2",9
"GO:0098883","GO:0098883","synapse pruning","4/51","11/18723",1.5886090141978e-08,4.03005023601757e-07,2.61834449708501e-07,"C3/C1QB/C1QC/C1QA",4
"GO:0051917","GO:0051917","regulation of fibrinolysis","4/51","14/18723",4.78981032035041e-08,1.18394285867123e-06,7.69213803133197e-07,"PLG/F2/HRG/SERPINF2",4
"GO:0061045","GO:0061045","negative regulation of wound healing","6/51","78/18723",6.66957870606361e-08,1.60736846816133e-06,1.04431561318628e-06,"PLG/F2/HRG/KNG1/SERPINF2/SERPING1",6
"GO:0001895","GO:0001895","retina homeostasis","6/51","79/18723",7.20288600985593e-08,1.67946384424564e-06,1.09115635217968e-06,"ALB/TF/IGHG3/IGKC/IGHA1/AZGP1",6
"GO:0061041","GO:0061041","regulation of wound healing","7/51","134/18723",7.31716612638141e-08,1.67946384424564e-06,1.09115635217968e-06,"SERPINC1/PLG/F2/HRG/KNG1/SERPINF2/SERPING1",7
"GO:0002429","GO:0002429","immune response-activating cell surface receptor signaling pathway","9/51","291/18723",8.0326021994655e-08,1.75987011824653e-06,1.14339672456506e-06,"IGHG3/IGKC/IGHA1/IGHG2/IGHG4/IGHV3-74/IGHV3-23/IGHV1-18/IGHV1-69-2",9
"GO:0002757","GO:0002757","immune response-activating signal transduction","9/51","291/18723",8.0326021994655e-08,1.75987011824653e-06,1.14339672456506e-06,"IGHG3/IGKC/IGHA1/IGHG2/IGHG4/IGHV3-74/IGHV3-23/IGHV1-18/IGHV1-69-2",9
"GO:0007596","GO:0007596","blood coagulation","8/51","217/18723",1.18746192006144e-07,2.54380731319829e-06,1.65272477762937e-06,"SERPINA1/SERPINC1/PLG/F2/HRG/KNG1/SERPINF2/SERPING1",8
"GO:0002920","GO:0002920","regulation of humoral immune response","5/51","45/18723",1.37978715143484e-07,2.84075395630464e-06,1.84565254859277e-06,"C3/A2M/HPX/CFH/SERPING1",5
"GO:0007599","GO:0007599","hemostasis","8/51","222/18723",1.41448329774505e-07,2.84075395630464e-06,1.84565254859277e-06,"SERPINA1/SERPINC1/PLG/F2/HRG/KNG1/SERPINF2/SERPING1",8
"GO:0050817","GO:0050817","coagulation","8/51","222/18723",1.41448329774505e-07,2.84075395630464e-06,1.84565254859277e-06,"SERPINA1/SERPINC1/PLG/F2/HRG/KNG1/SERPINF2/SERPING1",8
"GO:0002768","GO:0002768","immune response-regulating cell surface receptor signaling pathway","9/51","315/18723",1.57595621123255e-07,3.10045262781261e-06,2.01438011962055e-06,"IGHG3/IGKC/IGHA1/IGHG2/IGHG4/IGHV3-74/IGHV3-23/IGHV1-18/IGHV1-69-2",9
"GO:1903035","GO:1903035","negative regulation of response to wounding","6/51","94/18723",2.04558961166375e-07,3.94389677128771e-06,2.5623701451367e-06,"PLG/F2/HRG/KNG1/SERPINF2/SERPING1",6
"GO:0042113","GO:0042113","B cell activation","9/51","334/18723",2.58532605260364e-07,4.88677316609786e-06,3.17496181898693e-06,"IGHG3/IGKC/IGHA1/IGHG2/IGHG4/IGHV3-74/IGHV3-23/IGHV1-18/IGHV1-69-2",9
"GO:0030449","GO:0030449","regulation of complement activation","4/51","21/18723",2.82383278123067e-07,5.13617887001202e-06,3.33700199569464e-06,"C3/A2M/CFH/SERPING1",4
"GO:0150146","GO:0150146","cell junction disassembly","4/51","21/18723",2.82383278123067e-07,5.13617887001202e-06,3.33700199569464e-06,"C3/C1QB/C1QC/C1QA",4
"GO:0002697","GO:0002697","regulation of immune effector process","9/51","339/18723",2.92999896046793e-07,5.23059073683535e-06,3.39834187422694e-06,"C3/A2M/APOA1/HPX/CFH/AZGP1/PGLYRP2/APOA2/SERPING1",9
"GO:1903034","GO:1903034","regulation of response to wounding","7/51","167/18723",3.2954132280569e-07,5.77596063972155e-06,3.75267152285906e-06,"SERPINC1/PLG/F2/HRG/KNG1/SERPINF2/SERPING1",7
"GO:0030194","GO:0030194","positive regulation of blood coagulation","4/51","23/18723",4.1611958248062e-07,7.03753118440908e-06,4.57232043538262e-06,"PLG/F2/HRG/SERPINF2",4
"GO:1900048","GO:1900048","positive regulation of hemostasis","4/51","23/18723",4.1611958248062e-07,7.03753118440908e-06,4.57232043538262e-06,"PLG/F2/HRG/SERPINF2",4
"GO:0002764","GO:0002764","immune response-regulating signaling pathway","10/51","468/18723",4.41274842045993e-07,7.33429220228167e-06,4.76512760467088e-06,"IGHG3/IGKC/IGHA1/IGHG2/IGHG4/CD14/IGHV3-74/IGHV3-23/IGHV1-18/IGHV1-69-2",10
"GO:0050820","GO:0050820","positive regulation of coagulation","4/51","24/18723",4.9834124950291e-07,8.14238922916619e-06,5.29015242558843e-06,"PLG/F2/HRG/SERPINF2",4
"GO:0051251","GO:0051251","positive regulation of lymphocyte activation","9/51","362/18723",5.08211307745512e-07,8.1652616777779e-06,5.30501277383473e-06,"IGHG3/IGKC/IGHA1/IGHG2/IGHG4/IGHV3-74/IGHV3-23/IGHV1-18/IGHV1-69-2",9
"GO:0002696","GO:0002696","positive regulation of leukocyte activation","9/51","409/18723",1.40129231294117e-06,2.21450129454966e-05,1.43877295289042e-05,"IGHG3/IGKC/IGHA1/IGHG2/IGHG4/IGHV3-74/IGHV3-23/IGHV1-18/IGHV1-69-2",9
"GO:0002440","GO:0002440","production of molecular mediator of immune response","8/51","308/18723",1.68657881324687e-06,2.62235802575804e-05,1.70375958214243e-05,"APOA1/IGKC/HPX/IGKV3D-20/APOA2/IGKV2-40/IGKV3D-11/IGKV3D-7",8
"GO:0046470","GO:0046470","phosphatidylcholine metabolic process","5/51","74/18723",1.71430742601869e-06,2.62316247409844e-05,1.70428223639285e-05,"APOA1/FABP5/APOA4/APOA2/PON1",5
"GO:0050867","GO:0050867","positive regulation of cell activation","9/51","420/18723",1.74387116190262e-06,2.62670593761582e-05,1.70658444298036e-05,"IGHG3/IGKC/IGHA1/IGHG2/IGHG4/IGHV3-74/IGHV3-23/IGHV1-18/IGHV1-69-2",9
"GO:0030300","GO:0030300","regulation of intestinal cholesterol absorption","3/51","10/18723",2.25429316128646e-06,3.34329016535407e-05,2.17215292464039e-05,"APOA1/APOA4/APOA2",3
"GO:1904729","GO:1904729","regulation of intestinal lipid absorption","3/51","11/18723",3.09369581296564e-06,4.51867085408921e-05,2.93580384165001e-05,"APOA1/APOA4/APOA2",3
"GO:0034370","GO:0034370","triglyceride-rich lipoprotein particle remodeling","3/51","12/18723",4.11700065596801e-06,5.83645387110759e-05,3.79197428839159e-05,"APOA1/APOA4/APOA2",3
"GO:0034372","GO:0034372","very-low-density lipoprotein particle remodeling","3/51","12/18723",4.11700065596801e-06,5.83645387110759e-05,3.79197428839159e-05,"APOA1/APOA4/APOA2",3
"GO:0033700","GO:0033700","phospholipid efflux","3/51","13/18723",5.34181632279201e-06,7.35644419310215e-05,4.77951986776128e-05,"APOA1/APOA4/APOA2",3
"GO:1904478","GO:1904478","regulation of intestinal absorption","3/51","13/18723",5.34181632279201e-06,7.35644419310215e-05,4.77951986776128e-05,"APOA1/APOA4/APOA2",3
"GO:0010872","GO:0010872","regulation of cholesterol esterification","3/51","14/18723",6.78561220086163e-06,9.21314107271917e-05,5.98582544034495e-05,"APOA1/APOA4/APOA2",3
"GO:0001894","GO:0001894","tissue homeostasis","7/51","268/18723",7.69648874356939e-06,0.000102920219593765,6.68677993648067e-05,"ALB/TF/IGHG3/IGKC/IGHA1/SERPINA3/AZGP1",7
"GO:0050878","GO:0050878","regulation of body fluid levels","8/51","379/18723",7.79375106882243e-06,0.000102920219593765,6.68677993648067e-05,"SERPINA1/SERPINC1/PLG/F2/HRG/KNG1/SERPINF2/SERPING1",8
"GO:0034380","GO:0034380","high-density lipoprotein particle assembly","3/51","15/18723",8.46571913838364e-06,0.000110283152018944,7.16515346705301e-05,"APOA1/APOA4/APOA2",3
"GO:0034375","GO:0034375","high-density lipoprotein particle remodeling","3/51","16/18723",1.03993301472997e-05,0.000133666056826625,8.68435289493796e-05,"APOA1/APOA4/APOA2",3
"GO:0001906","GO:0001906","cell killing","6/51","188/18723",1.17073985404121e-05,0.00014849910780207,9.64806389410696e-05,"C3/F2/HRG/CFH/AZGP1/C9",6
"GO:0002698","GO:0002698","negative regulation of immune effector process","5/51","110/18723",1.20994633202531e-05,0.000151478995334078,9.84166872939251e-05,"A2M/APOA1/PGLYRP2/APOA2/SERPING1",5
"GO:0006957","GO:0006957","complement activation, alternative pathway","3/51","18/18723",1.50951514432109e-05,0.000177460073064089,0.000115296727968042,"C3/CFH/C9",3
"GO:0030299","GO:0030299","intestinal cholesterol absorption","3/51","18/18723",1.50951514432109e-05,0.000177460073064089,0.000115296727968042,"APOA1/APOA4/APOA2",3
"GO:0034433","GO:0034433","steroid esterification","3/51","18/18723",1.50951514432109e-05,0.000177460073064089,0.000115296727968042,"APOA1/APOA4/APOA2",3
"GO:0034434","GO:0034434","sterol esterification","3/51","18/18723",1.50951514432109e-05,0.000177460073064089,0.000115296727968042,"APOA1/APOA4/APOA2",3
"GO:0034435","GO:0034435","cholesterol esterification","3/51","18/18723",1.50951514432109e-05,0.000177460073064089,0.000115296727968042,"APOA1/APOA4/APOA2",3
"GO:0032102","GO:0032102","negative regulation of response to external stimulus","8/51","420/18723",1.64099581252566e-05,0.000190592766659607,0.000123829106969279,"A2M/APOA1/PLG/F2/HRG/KNG1/SERPINF2/SERPING1",8
"GO:0042060","GO:0042060","wound healing","8/51","422/18723",1.69809159855213e-05,0.00019487622631003,0.000126612092874501,"SERPINA1/SERPINC1/PLG/F2/HRG/KNG1/SERPINF2/SERPING1",8
"GO:0006826","GO:0006826","iron ion transport","4/51","58/18723",1.8584611037259e-05,0.000210771353410796,0.000136939239221908,"TF/HPX/CP/HRG",4
"GO:0090303","GO:0090303","positive regulation of wound healing","4/51","59/18723",1.98962622293912e-05,0.000223023218478292,0.000144899339369495,"PLG/F2/HRG/SERPINF2",4
"GO:0043691","GO:0043691","reverse cholesterol transport","3/51","20/18723",2.10078899889579e-05,0.000232777079877648,0.000151236473604718,"APOA1/APOA4/APOA2",3
"GO:0060249","GO:0060249","anatomical structure homeostasis","7/51","314/18723",2.1460283972579e-05,0.00023508765624507,0.000152737667029719,"ALB/TF/IGHG3/IGKC/IGHA1/SERPINA3/AZGP1",7
"GO:0044241","GO:0044241","lipid digestion","3/51","21/18723",2.44621411074304e-05,0.000262016711417365,0.000170233613554633,"APOA1/APOA4/APOA2",3
"GO:0098856","GO:0098856","intestinal lipid absorption","3/51","21/18723",2.44621411074304e-05,0.000262016711417365,0.000170233613554633,"APOA1/APOA4/APOA2",3
"GO:0002377","GO:0002377","immunoglobulin production","6/51","216/18723",2.56873367662706e-05,0.000272116402666866,0.000176795435233441,"IGKC/HPX/IGKV3D-20/IGKV2-40/IGKV3D-11/IGKV3D-7",6
"GO:0019216","GO:0019216","regulation of lipid metabolic process","7/51","331/18723",3.00728631129463e-05,0.000315111304792176,0.00020472944567738,"C3/APOA1/FABP5/SERPINA3/APOA4/F2/APOA2",7
"GO:0050766","GO:0050766","positive regulation of phagocytosis","4/51","66/18723",3.1067645784773e-05,0.000322034521898077,0.000209227495664289,"C3/APOA1/AHSG/APOA2",4
"GO:0033344","GO:0033344","cholesterol efflux","4/51","69/18723",3.7041994715294e-05,0.000379877477718547,0.000246808363444568,"APOA1/APOA4/APOA2/PON1",4
"GO:1903036","GO:1903036","positive regulation of response to wounding","4/51","72/18723",4.3817039393303e-05,0.000444627641843622,0.000288876880210696,"PLG/F2/HRG/SERPINF2",4
"GO:0034377","GO:0034377","plasma lipoprotein particle assembly","3/51","27/18723",5.3181635172285e-05,0.000534032253188362,0.000346963518941991,"APOA1/APOA4/APOA2",3
"GO:0050996","GO:0050996","positive regulation of lipid catabolic process","3/51","28/18723",5.94491245364891e-05,0.000584497893790173,0.000379751306841181,"APOA1/APOA4/APOA2",3
"GO:0032371","GO:0032371","regulation of sterol transport","4/51","78/18723",6.00262359805261e-05,0.000584497893790173,0.000379751306841181,"APOA1/APOA4/APOA2/PON1",4
"GO:0032374","GO:0032374","regulation of cholesterol transport","4/51","78/18723",6.00262359805261e-05,0.000584497893790173,0.000379751306841181,"APOA1/APOA4/APOA2/PON1",4
"GO:0006656","GO:0006656","phosphatidylcholine biosynthetic process","3/51","29/18723",6.61813986469684e-05,0.000637988682956775,0.000414504549420486,"APOA1/FABP5/APOA2",3
"GO:0034368","GO:0034368","protein-lipid complex remodeling","3/51","30/18723",7.3393793015643e-05,0.000686908897738639,0.000446288266165637,"APOA1/APOA4/APOA2",3
"GO:0034369","GO:0034369","plasma lipoprotein particle remodeling","3/51","30/18723",7.3393793015643e-05,0.000686908897738639,0.000446288266165637,"APOA1/APOA4/APOA2",3
"GO:0045940","GO:0045940","positive regulation of steroid metabolic process","3/51","30/18723",7.3393793015643e-05,0.000686908897738639,0.000446288266165637,"APOA1/APOA4/APOA2",3
"GO:0065005","GO:0065005","protein-lipid complex assembly","3/51","31/18723",8.11015155208553e-05,0.000751748663097158,0.000488414997316892,"APOA1/APOA4/APOA2",3
"GO:0019835","GO:0019835","cytolysis","3/51","32/18723",8.93196470652418e-05,0.000812303205385784,0.000527757596860167,"F2/HRG/C9",3
"GO:0034367","GO:0034367","protein-containing complex remodeling","3/51","32/18723",8.93196470652418e-05,0.000812303205385784,0.000527757596860167,"APOA1/APOA4/APOA2",3
"GO:0050764","GO:0050764","regulation of phagocytosis","4/51","95/18723",0.000129481846285081,0.00116654672727868,0.000757911446528514,"C3/APOA1/AHSG/APOA2",4
"GO:1905952","GO:1905952","regulation of lipid localization","5/51","181/18723",0.000130904321051162,0.0011684422730863,0.000759142992450696,"C3/APOA1/APOA4/APOA2/PON1",5
"GO:0006641","GO:0006641","triglyceride metabolic process","4/51","100/18723",0.00015789577307669,0.00139643601143055,0.000907271704303533,"C3/APOA1/APOA4/APOA2",4
"GO:0046461","GO:0046461","neutral lipid catabolic process","3/51","39/18723",0.000162378453316281,0.00139761454461513,0.000908037403413413,"APOA1/APOA4/APOA2",3
"GO:0046464","GO:0046464","acylglycerol catabolic process","3/51","39/18723",0.000162378453316281,0.00139761454461513,0.000908037403413413,"APOA1/APOA4/APOA2",3
"GO:0090207","GO:0090207","regulation of triglyceride metabolic process","3/51","39/18723",0.000162378453316281,0.00139761454461513,0.000908037403413413,"C3/APOA1/APOA4",3
"GO:0022600","GO:0022600","digestive system process","4/51","104/18723",0.000183675397012037,0.00156692993557172,0.00101804248926094,"APOA1/SERPINA3/APOA4/APOA2",4
"GO:0050892","GO:0050892","intestinal absorption","3/51","41/18723",0.000188677572199169,0.00159548403157894,0.0010365942332272,"APOA1/APOA4/APOA2",3
"GO:0000041","GO:0000041","transition metal ion transport","4/51","105/18723",0.000190567727193458,0.00159745468708255,0.00103787457830762,"TF/HPX/CP/HRG",4
"GO:0044058","GO:0044058","regulation of digestive system process","3/51","44/18723",0.00023306809734185,0.0019368762572202,0.00125839852920509,"APOA1/APOA4/APOA2",3
"GO:0051180","GO:0051180","vitamin transport","3/51","45/18723",0.000249237315134104,0.002053545058028,0.00133419885294459,"APOA1/GC/AFM",3
"GO:0071827","GO:0071827","plasma lipoprotein particle organization","3/51","46/18723",0.000266115104121192,0.00217402508790533,0.00141247535193675,"APOA1/APOA4/APOA2",3
"GO:0030301","GO:0030301","cholesterol transport","4/51","117/18723",0.000288538799742301,0.00233740674749226,0.00151862526180159,"APOA1/APOA4/APOA2/PON1",4
"GO:0120009","GO:0120009","intermembrane lipid transfer","3/51","48/18723",0.000302049292375743,0.0024264626487518,0.00157648534178568,"APOA1/APOA4/APOA2",3
"GO:0042304","GO:0042304","regulation of fatty acid biosynthetic process","3/51","49/18723",0.000321131848567488,0.00248959133176941,0.00161750037388382,"APOA1/FABP5/APOA4",3
"GO:0035376","GO:0035376","sterol import","2/51","10/18723",0.00032282045277093,0.00248959133176941,0.00161750037388382,"APOA1/APOA2",2
"GO:0051006","GO:0051006","positive regulation of lipoprotein lipase activity","2/51","10/18723",0.00032282045277093,0.00248959133176941,0.00161750037388382,"APOA1/APOA4",2
"GO:0070508","GO:0070508","cholesterol import","2/51","10/18723",0.00032282045277093,0.00248959133176941,0.00161750037388382,"APOA1/APOA2",2
"GO:0097278","GO:0097278","complement-dependent cytotoxicity","2/51","10/18723",0.00032282045277093,0.00248959133176941,0.00161750037388382,"C3/CFH",2
"GO:0019730","GO:0019730","antimicrobial humoral response","4/51","122/18723",0.000338443553914289,0.00258819039802103,0.0016815606975568,"TF/IGHA1/F2/HRG",4
"GO:0071825","GO:0071825","protein-lipid complex subunit organization","3/51","50/18723",0.000340975291025592,0.00258819039802103,0.0016815606975568,"APOA1/APOA4/APOA2",3
"GO:0001867","GO:0001867","complement activation, lectin pathway","2/51","11/18723",0.000393870843206033,0.00292070379115859,0.00189759637010194,"A2M/SERPING1",2
"GO:0015886","GO:0015886","heme transport","2/51","11/18723",0.000393870843206033,0.00292070379115859,0.00189759637010194,"HPX/HRG",2
"GO:0061365","GO:0061365","positive regulation of triglyceride lipase activity","2/51","11/18723",0.000393870843206033,0.00292070379115859,0.00189759637010194,"APOA1/APOA4",2
"GO:0006639","GO:0006639","acylglycerol metabolic process","4/51","128/18723",0.000406157609012634,0.00298882393197083,0.00194185437816406,"C3/APOA1/APOA4/APOA2",4
