"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0002544","BP","GO:0002544","chronic inflammatory response","2/15","18/18723",9.09841852225964e-05,0.00269504733063731,0.0014215771907858,"S100A9/S100A8",2
"GO:0046916","BP","GO:0046916","cellular transition metal ion homeostasis","3/15","115/18723",9.73266026844703e-05,0.00269504733063731,0.0014215771907858,"S100A9/S100A8/LCN2",3
"GO:0002523","BP","GO:0002523","leukocyte migration involved in inflammatory response","2/15","19/18723",0.00010164114516512,0.00269504733063731,0.0014215771907858,"S100A9/S100A8",2
"GO:0008544","BP","GO:0008544","epidermis development","4/15","324/18723",0.000103341051813312,0.00269504733063731,0.0014215771907858,"S100A7/CALML5/CASP14/CSTA",4
"GO:0051235","BP","GO:0051235","maintenance of location","4/15","327/18723",0.000107087973402807,0.00269504733063731,0.0014215771907858,"S100A9/S100A7/S100A8/LCN2",4
"GO:0019730","BP","GO:0019730","antimicrobial humoral response","3/15","122/18723",0.000115988044396797,0.00276539916377627,0.00145868620931152,"S100A9/S100A7/RNASE7",3
"GO:0071621","BP","GO:0071621","granulocyte chemotaxis","3/15","125/18723",0.000124651147037835,0.00282334848040697,0.00148925317776782,"S100A9/S100A7/S100A8",3
"GO:0055076","BP","GO:0055076","transition metal ion homeostasis","3/15","138/18723",0.000167062692578566,0.00351416181892709,0.00185364176344011,"S100A9/S100A8/LCN2",3
"GO:0030216","BP","GO:0030216","keratinocyte differentiation","3/15","139/18723",0.000170665695400433,0.00351416181892709,0.00185364176344011,"S100A7/CASP14/CSTA",3
"GO:0097530","BP","GO:0097530","granulocyte migration","3/15","148/18723",0.000205390990687076,0.00404530951222806,0.0021338102922639,"S100A9/S100A7/S100A8",3
"GO:0032103","BP","GO:0032103","positive regulation of response to external stimulus","4/15","427/18723",0.000298216618363448,0.00562883867161008,0.00296908650739047,"S100A9/S100A7/S100A8/ARG1",4
"GO:0010950","BP","GO:0010950","positive regulation of endopeptidase activity","3/15","179/18723",0.000359261819241097,0.00650982416464868,0.0034337866512728,"S100A9/SERPINB3/S100A8",3
"GO:0006882","BP","GO:0006882","cellular zinc ion homeostasis","2/15","38/18723",0.000414199614517375,0.00721663174524504,0.00380661184192082,"S100A9/S100A8",2
"GO:0055069","BP","GO:0055069","zinc ion homeostasis","2/15","40/18723",0.000459142016494062,0.00769299847901734,0.00405788463979769,"S100A9/S100A8",2
"GO:0010952","BP","GO:0010952","positive regulation of peptidase activity","3/15","197/18723",0.000475505424751624,0.00769299847901734,0.00405788463979769,"S100A9/SERPINB3/S100A8",3
"GO:0009913","BP","GO:0009913","epidermal cell differentiation","3/15","202/18723",0.000511599027765909,0.00799152964061921,0.00421535315073907,"S100A7/CASP14/CSTA",3
"GO:0014002","BP","GO:0014002","astrocyte development","2/15","43/18723",0.000530807824857793,0.00801519815535268,0.00422783776290242,"S100A9/S100A8",2
"GO:0051651","BP","GO:0051651","maintenance of location in cell","3/15","214/18723",0.000605299419306127,0.00884518183695728,0.00466563559193517,"S100A9/S100A8/LCN2",3
"GO:0097529","BP","GO:0097529","myeloid leukocyte migration","3/15","220/18723",0.000656007145735692,0.00918481758659534,0.00484478585374031,"S100A9/S100A7/S100A8",3
"GO:0000302","BP","GO:0000302","response to reactive oxygen species","3/15","222/18723",0.000673495370452091,0.00918481758659534,0.00484478585374031,"S100A7/ARG1/LCN2",3
"GO:0018198","BP","GO:0018198","peptidyl-cysteine modification","2/15","49/18723",0.000689368207382432,0.00918481758659534,0.00484478585374031,"S100A9/S100A8",2
"GO:0030595","BP","GO:0030595","leukocyte chemotaxis","3/15","230/18723",0.000746432248914534,0.0096609659645224,0.00509594347379246,"S100A9/S100A7/S100A8",3
"GO:0002707","BP","GO:0002707","negative regulation of lymphocyte mediated immunity","2/15","53/18723",0.000806286637516063,0.0101457735220771,0.00535166861743118,"ARG1/SERPINB4",2
"GO:0010043","BP","GO:0010043","response to zinc ion","2/15","58/18723",0.000964958368994651,0.0112962608112115,0.00595852493120716,"S100A8/ARG1",2
"GO:2001244","BP","GO:2001244","positive regulation of intrinsic apoptotic signaling pathway","2/15","58/18723",0.000964958368994651,0.0112962608112115,0.00595852493120716,"S100A9/S100A8",2
"GO:0010951","BP","GO:0010951","negative regulation of endopeptidase activity","3/15","252/18723",0.000972525765203636,0.0112962608112115,0.00595852493120716,"SERPINB3/SERPINB4/CSTA",3
"GO:0009636","BP","GO:0009636","response to toxic substance","3/15","262/18723",0.00108819902854103,0.0118667083822405,0.00625942326657044,"S100A9/ARG1/LCN2",3
"GO:0010466","BP","GO:0010466","negative regulation of peptidase activity","3/15","262/18723",0.00108819902854103,0.0118667083822405,0.00625942326657044,"SERPINB3/SERPINB4/CSTA",3
"GO:0043588","BP","GO:0043588","skin development","3/15","263/18723",0.00110022461822097,0.0118667083822405,0.00625942326657044,"S100A7/CASP14/CSTA",3
"GO:0002704","BP","GO:0002704","negative regulation of leukocyte mediated immunity","2/15","63/18723",0.00113745320522079,0.0119829372550004,0.00632073139743254,"ARG1/SERPINB4",2
"GO:0031349","BP","GO:0031349","positive regulation of defense response","3/15","278/18723",0.00129085242492494,0.0132899124657045,0.00701013158990337,"S100A9/S100A8/ARG1",3
"GO:0045824","BP","GO:0045824","negative regulation of innate immune response","2/15","71/18723",0.00144195198387244,0.0145156499709826,0.00765668070968524,"ARG1/SERPINB4",2
"GO:0006919","BP","GO:0006919","activation of cysteine-type endopeptidase activity involved in apoptotic process","2/15","78/18723",0.001736896368986,0.0170063963474226,0.00897049371642832,"S100A9/S100A8",2
"GO:0060326","BP","GO:0060326","cell chemotaxis","3/15","310/18723",0.00176446054818733,0.0170063963474226,0.00897049371642832,"S100A9/S100A7/S100A8",3
"GO:0048708","BP","GO:0048708","astrocyte differentiation","2/15","81/18723",0.00187137637785559,0.0173705032074053,0.00916255194163123,"S100A9/S100A8",2
"GO:0006959","BP","GO:0006959","humoral immune response","3/15","317/18723",0.00188075262887165,0.0173705032074053,0.00916255194163123,"S100A9/S100A7/RNASE7",3
"GO:0001910","BP","GO:0001910","regulation of leukocyte mediated cytotoxicity","2/15","82/18723",0.00191727408470257,0.0173705032074053,0.00916255194163123,"ARG1/SERPINB4",2
"GO:0050829","BP","GO:0050829","defense response to Gram-negative bacterium","2/15","88/18723",0.00220385235819178,0.0195753944757035,0.0103255827721266,"S100A7/RNASE7",2
"GO:0045861","BP","GO:0045861","negative regulation of proteolysis","3/15","351/18723",0.00251392423808445,0.0219001476894664,0.0115518380980804,"SERPINB3/SERPINB4/CSTA",3
"GO:0070301","BP","GO:0070301","cellular response to hydrogen peroxide","2/15","98/18723",0.00272377202851182,0.0230596580688605,0.0121634538901623,"ARG1/LCN2",2
"GO:0031341","BP","GO:0031341","regulation of cell killing","2/15","99/18723",0.00277864762067672,0.0230596580688605,0.0121634538901623,"ARG1/SERPINB4",2
"GO:0050900","BP","GO:0050900","leukocyte migration","3/15","369/18723",0.00289680950690096,0.0230596580688605,0.0121634538901623,"S100A9/S100A7/S100A8",3
"GO:0007159","BP","GO:0007159","leukocyte cell-cell adhesion","3/15","371/18723",0.00294145732918046,0.0230596580688605,0.0121634538901623,"S100A9/S100A8/ARG1",3
"GO:0045862","BP","GO:0045862","positive regulation of proteolysis","3/15","372/18723",0.00296394101210734,0.0230596580688605,0.0121634538901623,"S100A9/SERPINB3/S100A8",3
"GO:0010038","BP","GO:0010038","response to metal ion","3/15","373/18723",0.0029865314465582,0.0230596580688605,0.0121634538901623,"S100A8/ARG1/LCN2",3
"GO:0030593","BP","GO:0030593","neutrophil chemotaxis","2/15","103/18723",0.00300335502442112,0.0230596580688605,0.0121634538901623,"S100A9/S100A8",2
"GO:0051346","BP","GO:0051346","negative regulation of hydrolase activity","3/15","379/18723",0.00312432571868076,0.0235886591760398,0.0124424901428164,"SERPINB3/SERPINB4/CSTA",3
"GO:0002832","BP","GO:0002832","negative regulation of response to biotic stimulus","2/15","108/18723",0.0032958940063709,0.0244760653260003,0.0129105770396237,"ARG1/SERPINB4",2
"GO:0002698","BP","GO:0002698","negative regulation of immune effector process","2/15","110/18723",0.00341651620081103,0.0249626103059257,0.0131672186347046,"ARG1/SERPINB4",2
"GO:0002526","BP","GO:0002526","acute inflammatory response","2/15","112/18723",0.00353919030953696,0.0254484636542896,0.0134234954096055,"S100A8/LCN2",2
"GO:0021782","BP","GO:0021782","glial cell development","2/15","116/18723",0.00379067034373709,0.0268308385267641,0.0141526672373079,"S100A9/S100A8",2
"GO:1990266","BP","GO:1990266","neutrophil migration","2/15","122/18723",0.00418313052169034,0.0291532019434727,0.0153776619987645,"S100A9/S100A8",2
"GO:0001909","BP","GO:0001909","leukocyte mediated cytotoxicity","2/15","124/18723",0.00431799085256704,0.0296371190335283,0.0156329174407132,"ARG1/SERPINB4",2
"GO:2001235","BP","GO:2001235","positive regulation of apoptotic signaling pathway","2/15","126/18723",0.0044548614523148,0.030120182655203,0.0158877226971792,"S100A9/S100A8",2
"GO:0043280","BP","GO:0043280","positive regulation of cysteine-type endopeptidase activity involved in apoptotic process","2/15","129/18723",0.00466392369709572,0.0310699622762406,0.0163887102049649,"S100A9/S100A8",2
"GO:0006979","BP","GO:0006979","response to oxidative stress","3/15","446/18723",0.00493532799448057,0.032401501181155,0.0170910671967519,"S100A7/ARG1/LCN2",3
"GO:0050729","BP","GO:0050729","positive regulation of inflammatory response","2/15","142/18723",0.00562149003884994,0.0363790712514146,0.0191891464484051,"S100A9/S100A8",2
"GO:0042542","BP","GO:0042542","response to hydrogen peroxide","2/15","146/18723",0.0059328393752131,0.0378531864362188,0.0199667092390419,"ARG1/LCN2",2
"GO:2001056","BP","GO:2001056","positive regulation of cysteine-type endopeptidase activity","2/15","148/18723",0.00609143589893465,0.0383252841974639,0.0202157302493884,"S100A9/S100A8",2
"GO:0051092","BP","GO:0051092","positive regulation of NF-kappaB transcription factor activity","2/15","152/18723",0.00641444377726995,0.0398046990562094,0.0209960884994993,"S100A9/S100A8",2
"GO:0034614","BP","GO:0034614","cellular response to reactive oxygen species","2/15","155/18723",0.00666176499284397,0.0407808046183557,0.0215109623524265,"ARG1/LCN2",2
"GO:2001242","BP","GO:2001242","regulation of intrinsic apoptotic signaling pathway","2/15","164/18723",0.00742957243859876,0.0448746175291365,0.0236703571026234,"S100A9/S100A8",2
"GO:0030307","BP","GO:0030307","positive regulation of cell growth","2/15","166/18723",0.00760542417645911,0.0452129529717685,0.0238488214815649,"S100A9/S100A8",2
"GO:0002706","BP","GO:0002706","regulation of lymphocyte mediated immunity","2/15","168/18723",0.00778316463957297,0.0452129529717685,0.0238488214815649,"ARG1/SERPINB4",2
"GO:0000050","BP","GO:0000050","urea cycle","1/15","10/18723",0.00798462745638295,0.0452129529717685,0.0238488214815649,"ARG1",1
"GO:0034756","BP","GO:0034756","regulation of iron ion transport","1/15","10/18723",0.00798462745638295,0.0452129529717685,0.0238488214815649,"LCN2",1
"GO:1902023","BP","GO:1902023","L-arginine transport","1/15","10/18723",0.00798462745638295,0.0452129529717685,0.0238488214815649,"ARG1",1
"GO:0002725","BP","GO:0002725","negative regulation of T cell cytokine production","1/15","11/18723",0.0087798089124913,0.0457155567512478,0.0241139337342471,"ARG1",1
"GO:0006527","BP","GO:0006527","arginine catabolic process","1/15","11/18723",0.0087798089124913,0.0457155567512478,0.0241139337342471,"ARG1",1
"GO:0010269","BP","GO:0010269","response to selenium ion","1/15","11/18723",0.0087798089124913,0.0457155567512478,0.0241139337342471,"ARG1",1
"GO:0033197","BP","GO:0033197","response to vitamin E","1/15","11/18723",0.0087798089124913,0.0457155567512478,0.0241139337342471,"ARG1",1
"GO:0051673","BP","GO:0051673","membrane disruption in other organism","1/15","11/18723",0.0087798089124913,0.0457155567512478,0.0241139337342471,"RNASE7",1
"GO:0071377","BP","GO:0071377","cellular response to glucagon stimulus","1/15","11/18723",0.0087798089124913,0.0457155567512478,0.0241139337342471,"ARG1",1
"GO:0090649","BP","GO:0090649","response to oxygen-glucose deprivation","1/15","11/18723",0.0087798089124913,0.0457155567512478,0.0241139337342471,"LCN2",1
"GO:0019627","BP","GO:0019627","urea metabolic process","1/15","12/18723",0.0095743954273646,0.0481036662123393,0.0253736080636715,"ARG1",1
"GO:0070943","BP","GO:0070943","neutrophil-mediated killing of symbiont cell","1/15","12/18723",0.0095743954273646,0.0481036662123393,0.0253736080636715,"ARG1",1
"GO:0071941","BP","GO:0071941","nitrogen cycle metabolic process","1/15","12/18723",0.0095743954273646,0.0481036662123393,0.0253736080636715,"ARG1",1
"GO:0001906","BP","GO:0001906","cell killing","2/15","188/18723",0.00966320888592245,0.0481036662123393,0.0253736080636715,"ARG1/SERPINB4",2
"GO:0050777","BP","GO:0050777","negative regulation of immune response","2/15","194/18723",0.0102631033524634,0.0484214381309609,0.0255412256436113,"ARG1/SERPINB4",2
"GO:0015809","BP","GO:0015809","arginine transport","1/15","13/18723",0.0103683874143559,0.0484214381309609,0.0255412256436113,"ARG1",1
"GO:0035745","BP","GO:0035745","T-helper 2 cell cytokine production","1/15","13/18723",0.0103683874143559,0.0484214381309609,0.0255412256436113,"ARG1",1
"GO:0051709","BP","GO:0051709","regulation of killing of cells of other organism","1/15","13/18723",0.0103683874143559,0.0484214381309609,0.0255412256436113,"ARG1",1
"GO:0061469","BP","GO:0061469","regulation of type B pancreatic cell proliferation","1/15","13/18723",0.0103683874143559,0.0484214381309609,0.0255412256436113,"WDR13",1
"GO:2000551","BP","GO:2000551","regulation of T-helper 2 cell cytokine production","1/15","13/18723",0.0103683874143559,0.0484214381309609,0.0255412256436113,"ARG1",1
"GO:0002829","BP","GO:0002829","negative regulation of type 2 immune response","1/15","14/18723",0.0111617852865515,0.0495714581843907,0.0261478355010031,"ARG1",1
"GO:0033212","BP","GO:0033212","iron import into cell","1/15","14/18723",0.0111617852865515,0.0495714581843907,0.0261478355010031,"LCN2",1
"GO:0036295","BP","GO:0036295","cellular response to increased oxygen levels","1/15","14/18723",0.0111617852865515,0.0495714581843907,0.0261478355010031,"LCN2",1
"GO:0070942","BP","GO:0070942","neutrophil mediated cytotoxicity","1/15","14/18723",0.0111617852865515,0.0495714581843907,0.0261478355010031,"ARG1",1
"GO:1901678","BP","GO:1901678","iron coordination entity transport","1/15","14/18723",0.0111617852865515,0.0495714581843907,0.0261478355010031,"LCN2",1
"GO:0034774","CC","GO:0034774","secretory granule lumen","6/17","322/19550",2.02411416423333e-07,2.14247852659382e-06,1.08873681932172e-06,"S100A9/SERPINB3/S100A7/S100A8/ARG1/LCN2",6
"GO:0060205","CC","GO:0060205","cytoplasmic vesicle lumen","6/17","325/19550",2.13773166595429e-07,2.14247852659382e-06,1.08873681932172e-06,"S100A9/SERPINB3/S100A7/S100A8/ARG1/LCN2",6
"GO:0031983","CC","GO:0031983","vesicle lumen","6/17","327/19550",2.21635709647636e-07,2.14247852659382e-06,1.08873681932172e-06,"S100A9/SERPINB3/S100A7/S100A8/ARG1/LCN2",6
"GO:0035578","CC","GO:0035578","azurophil granule lumen","3/17","91/19550",6.32805042214656e-05,0.000458783655605625,0.000233138699763294,"SERPINB3/S100A7/ARG1",3
"GO:0005766","CC","GO:0005766","primary lysosome","3/17","155/19550",0.00030633540493702,0.00148062112386226,0.00075240274896812,"SERPINB3/S100A7/ARG1",3
"GO:0042582","CC","GO:0042582","azurophil granule","3/17","155/19550",0.00030633540493702,0.00148062112386226,0.00075240274896812,"SERPINB3/S100A7/ARG1",3
"GO:0005775","CC","GO:0005775","vacuolar lumen","3/17","174/19550",0.000429873135372179,0.00178090298939903,0.000904996074467746,"SERPINB3/S100A7/ARG1",3
"GO:0035580","CC","GO:0035580","specific granule lumen","2/17","62/19550",0.0013051661881665,0.00434056014871462,0.00220572929517258,"ARG1/LCN2",2
"GO:0045111","CC","GO:0045111","intermediate filament cytoskeleton","3/17","258/19550",0.0013470703909804,0.00434056014871462,0.00220572929517258,"KRT79/S100A8/CASP14",3
"GO:0045095","CC","GO:0045095","keratin filament","2/17","96/19550",0.00309313321816037,0.00897008633266507,0.00455830158465739,"KRT79/CASP14",2
"GO:0062023","CC","GO:0062023","collagen-containing extracellular matrix","3/17","425/19550",0.00552936156267023,0.0145774077561306,0.00740775711745295,"S100A9/S100A7/S100A8",3
"GO:0042581","CC","GO:0042581","specific granule","2/17","160/19550",0.00835114381014717,0.0201819308745223,0.0102557906440404,"ARG1/LCN2",2
"GO:0005882","CC","GO:0005882","intermediate filament","2/17","217/19550",0.0149464912108617,0.033342172701153,0.0169433908463209,"KRT79/CASP14",2
"GO:0030057","CC","GO:0030057","desmosome","1/17","25/19550",0.0215268712624697,0.0445913761865443,0.0226598644868102,"POF1B",1
"GO:0048306","MF","GO:0048306","calcium-dependent protein binding","5/17","88/18368",1.33050250176566e-08,5.32201000706266e-07,2.52095210860863e-07,"S100A9/S100A7/S100A8/S100A7A/S100A2",5
"GO:0050786","MF","GO:0050786","RAGE receptor binding","3/17","10/18368",7.87024194161017e-08,1.57404838832203e-06,7.45601868152542e-07,"S100A9/S100A7/S100A8",3
"GO:0002020","MF","GO:0002020","protease binding","4/17","135/18368",6.1668220969523e-06,8.22242946260307e-05,3.89483500860145e-05,"SERPINB3/SERPINB4/LCN2/CSTA",4
"GO:0035325","MF","GO:0035325","Toll-like receptor binding","2/17","12/18368",5.29233984125805e-05,0.000529233984125805,0.000250689781954329,"S100A9/S100A8",2
"GO:0036041","MF","GO:0036041","long-chain fatty acid binding","2/17","14/18368",7.28907224753006e-05,0.000583125779802405,0.000276217474643244,"S100A9/S100A8",2
"GO:0004866","MF","GO:0004866","endopeptidase inhibitor activity","3/17","180/18368",0.000568798767420213,0.0031434800282346,0.00148901685547955,"SERPINB3/SERPINB4/CSTA",3
"GO:0005504","MF","GO:0005504","fatty acid binding","2/17","39/18368",0.00058551725560029,0.0031434800282346,0.00148901685547955,"S100A9/S100A8",2
"GO:0030414","MF","GO:0030414","peptidase inhibitor activity","3/17","187/18368",0.00063562260466488,0.0031434800282346,0.00148901685547955,"SERPINB3/SERPINB4/CSTA",3
"GO:0061135","MF","GO:0061135","endopeptidase regulator activity","3/17","194/18368",0.000707283006352785,0.0031434800282346,0.00148901685547955,"SERPINB3/SERPINB4/CSTA",3
"GO:0061134","MF","GO:0061134","peptidase regulator activity","3/17","230/18368",0.00115739437264423,0.00438423168690624,0.00207674132537664,"SERPINB3/SERPINB4/CSTA",3
"GO:0004869","MF","GO:0004869","cysteine-type endopeptidase inhibitor activity","2/17","56/18368",0.00120566371389922,0.00438423168690624,0.00207674132537664,"SERPINB3/CSTA",2
"GO:0033293","MF","GO:0033293","monocarboxylic acid binding","2/17","73/18368",0.00203852826140844,0.00679509420469481,0.0032187288338028,"S100A9/S100A8",2
"GO:0004867","MF","GO:0004867","serine-type endopeptidase inhibitor activity","2/17","98/18368",0.00363713695542398,0.0111911906320738,0.00530109029940337,"SERPINB3/SERPINB4",2
"GO:0043177","MF","GO:0043177","organic acid binding","2/17","135/18368",0.00678386138267362,0.0193824610933532,0.00918116578106204,"S100A9/S100A8",2
"GO:0016813","MF","GO:0016813","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines","1/17","11/18368",0.0101365139573263,0.0265793806531728,0.0125902329409766,"ARG1",1
"GO:0005527","MF","GO:0005527","macrolide binding","1/17","12/18368",0.0110532040081364,0.0265793806531728,0.0125902329409766,"LCN2",1
"GO:0031406","MF","GO:0031406","carboxylic acid binding","2/17","176/18368",0.0112962367775984,0.0265793806531728,0.0125902329409766,"S100A9/S100A8",2
"GO:0097153","MF","GO:0097153","cysteine-type endopeptidase activity involved in apoptotic process","1/17","15/18368",0.0137984825769191,0.0306632946153757,0.0145247185020201,"CASP14",1
"GO:0042834","MF","GO:0042834","peptidoglycan binding","1/17","18/18368",0.0165365874671719,0.0348138683519408,0.0164907797456562,"RNASE7",1
