"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1904813","GO:1904813","ficolin-1-rich granule lumen","58/2712","124/19550",9.25424999654631e-19,6.13304386134751e-17,3.07294234335078e-17,"PKM/HSPA8/HSP90AB1/EEF1A1/EEF2/ALDOA/HSPA1B/ALDOC/GSN/PPIA/KPNB1/CAND1/IDH1/CCT8/PSMD2/PGAM1/ILF2/MAPK1/PFKL/DDX3X/ACLY/HMGB1/MVP/PRDX4/PSMC2/ACTR2/PSMD11/PYGL/PSMD3/PSMC3/IMPDH2/PSMB1/AGL/CSTB/PSMD6/PSMA2/PSMD12/MIF/SRP14/HK3/CST3/CSNK2B/PSMB7/CAB39/DYNLT1/PLEKHO2/PSMD14/LRG1/AMPD3/COMMD9/KCMF1/ACTR10/COMMD3/ATG7/OSTF1/CTSH/ARSB/GSDMD",58
"GO:0030139","GO:0030139","endocytic vesicle","107/2712","336/19550",1.46147666856932e-17,8.87847076155861e-16,4.44852985959257e-16,"VIM/CLTC/HSP90B1/PDIA3/EGFR/APOE/AP2A2/FLNB/AP2A1/HP/HYOU1/RPS27A/AP2B1/HLA-A/DNM2/CALR/CAMK2D/RAB7A/KIF5B/HSPH1/RAB14/CAMK2A/CD163/CDC42/RAB11B/FLOT2/SEC22B/TFRC/HLA-C/LTF/EHD1/RAP1A/APPL1/AP2M1/MYO6/SCARB2/RAB5B/PICALM/RAB10/RAB31/STX12/GIPC1/HLA-DRB1/RAB8A/NLGN3/RALA/RAB35/SNX3/TAP1/HLA-DRA/STX7/HLA-DRB3/RAB8B/STAB1/HGS/RABEP1/CLTB/RAB13/CD9/TAP2/VPS26B/CLTA/APOB/SNAP23/SPARC/EHD4/TAPBP/MTOR/VPS11/EPN2/CD74/SRGAP2/STXBP3/CYBA/EHD2/STX4/COLEC12/DLG4/GRIA2/WASL/ANXA3/GOLIM4/AP2S1/TGOLN2/HLA-DQB1/M6PR/STAM2/STX8/HLA-DRB4/IGF2R/HLA-DPB1/CYBB/HVCN1/ELANE/PLD4/MSR1/APPL2/ARF6/HLA-DPA1/WLS/LPAR1/RAB23/SYT7/WAS/RAB11FIP5/RAB11FIP1/FMNL1",107
"GO:0022626","GO:0022626","cytosolic ribosome","50/2712","102/19550",1.9356395930532e-17,1.08544712564291e-15,5.43859869465151e-16,"RPS27A/RPSA/RPS3A/RPS4X/RPLP0/RPL5/RPL3/RPL7/RPS6/RPS21/RPS5/RPL7A/RPL12/RPS14/RPS20/RPS11/RPL10/RPS15A/RPS18/RPL15/RPS17/RPL23/RPS19/APOD/RPL9/RPL30/RPS2/RPLP1/RPL11/FXR2/RPS26/RPS27/RPS24/RPS25/RPL28/RPL24/RPL31/RPL26/RPL38/RPL32/RPS23/RPL19/RPL34/ISG15/RPS15/EIF2A/RPL36AL/RPS29/DHX29/RPL39",50
"GO:0005684","GO:0005684","U2-type spliceosomal complex","47/2712","92/19550",2.13473519871123e-17,1.11158711418606e-15,5.56957228535938e-16,"SF3B1/U2AF2/SF3A1/LUC7L2/SNRNP70/CDC5L/PRPF6/SNRPD3/PPIL1/LSM8/SNRNP40/SNW1/SF3A3/LUC7L/SMU1/PRPF31/SNRPB/PLRG1/MAGOHB/SNRPGP15/PRPF4/SNRPB2/LSM2/PRPF40A/LSM4/AQR/SF3B4/RBM8A/LSM5/SF3B6/MFAP1/PRPF3/BUD31/SF3B5/SNRPE/SF3A2/PHF5A/SNRPF/LSM6/CRNKL1/XAB2/LSM7/BCAS2/CWC22/HTATSF1/SNRPC/GCFC2",47
"GO:0030135","GO:0030135","coated vesicle","98/2712","299/19550",3.95713339908645e-17,1.92316683195602e-15,9.63596694374034e-16,"CLTC/HSPA8/HSPD1/EGFR/APOE/AP2A2/AP2A1/AP2B1/HLA-A/AP1B1/DNM2/RAB14/SEC22B/TFRC/HLA-C/COPG1/SEC23A/HIP1R/ARCN1/AP2M1/SEC31A/MYO6/SCARB2/LMAN1/PDCD6/PICALM/SEC16A/HLA-DRB1/COPE/EPN1/RAB8A/VPS18/RAB35/TMED10/SNX3/HLA-DRA/HLA-DRB3/APP/CCDC88A/SEC23B/RAB8B/LMAN2/CLTB/RAB13/CD9/NCALD/CLTA/APOB/COPZ1/GOLGA2/DNAJC5/VPS16/VPS11/EPN2/CD74/SORT1/SEC24B/AP3B1/CLINT1/AP3B2/SNX18/SEC24C/IDUA/PEF1/AP1G1/VTI1B/AP1M1/TMED2/AP2S1/ECE1/TGOLN2/AAK1/HLA-DQB1/M6PR/AP1S2/HLA-DRB4/IGF2R/HLA-DPB1/ERGIC2/STX5/SNX9/ADAM10/ERGIC3/YIF1A/HLA-DPA1/DAB2/USE1/DENND1A/TMED1/PACS1/YIPF5/VPS33A/UNC13D/GAD1/SLC32A1/SCYL2/NECAP1/LMAN2L",98
"GO:0030027","GO:0030027","lamellipodium","74/2712","202/19550",3.61142645048823e-16,1.6454561765037e-14,8.24450643631194e-15,"ACTB/ACTC1/TUBB3/MYH10/DPYSL3/RDX/FSCN1/P4HB/CTNNA1/PABPC1/SCRIB/DDX3X/CAPZB/FLOT1/DNM2/CTNND1/FERMT2/DBN1/ACTR3/CYFIP1/CTTN/ACTR2/CORO1B/RUFY3/NCKAP1/SYNE2/FLOT2/RHOA/PLCG1/ENAH/RAC1/ABI2/PALLD/APP/CCDC88A/GIT1/DAG1/PPP1R9B/WASF2/EVL/ARPC3/RAB13/NRBP1/ABLIM1/ITGB3/ILK/MYLK/SRGAP2/ABI1/DYNLT1/ARHGEF7/ARHGEF6/STMN2/STX4/CDK5/BAIAP2/INPPL1/WASL/AKT1/ARPIN/WASF3/BRK1/NF2/PKN2/AIF1/APBB1IP/DGKZ/ARAP3/CTTNBP2NL/PODXL/CDH1/PPP1R9A/ABI3/ITSN1",74
"GO:0005766","GO:0005766","primary lysosome","62/2712","155/19550",7.32822163823079e-16,2.96792976348347e-14,1.48707187629596e-14,"DYNC1H1/TUBB4B/PYGB/ANXA2/CCT2/CKAP4/GDI2/CCT8/MAPK1/CAP1/ACLY/ACTR2/CYB5R3/VAT1/PA2G4/PSMD1/RAP1B/TXNDC5/PADI2/VAPA/CPNE3/CPNE1/DDOST/PRCP/ARL8A/ARSA/STOM/STX7/LAMTOR1/GGH/RAB3D/LPCAT1/SNAP23/DNAJC5/CTSA/TOLLIP/ATP8A1/TOM1/FAF2/AZU1/IST1/BST2/SURF4/DNAJC13/MAGT1/SNAP29/LYZ/CREG1/CTSG/PRTN3/ELANE/ACTR10/GCA/MGST1/FPR1/PTGES2/STK11IP/ARSB/NDUFC2/UNC13D/PSEN1/AGA",62
"GO:0042582","GO:0042582","azurophil granule","62/2712","155/19550",7.32822163823079e-16,2.96792976348347e-14,1.48707187629596e-14,"DYNC1H1/TUBB4B/PYGB/ANXA2/CCT2/CKAP4/GDI2/CCT8/MAPK1/CAP1/ACLY/ACTR2/CYB5R3/VAT1/PA2G4/PSMD1/RAP1B/TXNDC5/PADI2/VAPA/CPNE3/CPNE1/DDOST/PRCP/ARL8A/ARSA/STOM/STX7/LAMTOR1/GGH/RAB3D/LPCAT1/SNAP23/DNAJC5/CTSA/TOLLIP/ATP8A1/TOM1/FAF2/AZU1/IST1/BST2/SURF4/DNAJC13/MAGT1/SNAP29/LYZ/CREG1/CTSG/PRTN3/ELANE/ACTR10/GCA/MGST1/FPR1/PTGES2/STK11IP/ARSB/NDUFC2/UNC13D/PSEN1/AGA",62
"GO:0005635","GO:0005635","nuclear envelope","129/2712","468/19550",3.00889575945036e-15,1.15446579402069e-13,5.78441456248906e-14,"LMNA/LMNB2/MATR3/EGFR/KPNB1/RTN4/DCTN1/CALR/YBX1/PAFAH1B1/RAN/MVP/TMEM43/SYNE2/VAPA/MYO6/CPNE1/DST/CBX3/TOR1AIP1/TRA2B/HACD3/MYOF/SUN2/ABCF1/KPNA3/DDX19B/MX1/EMD/XPO7/DNAJB2/APP/RRM1/PGRMC2/CLCC1/NUP98/CBX5/NUP214/NUTF2/RANGAP1/AGFG1/NUP155/ITGB4/PLRG1/RBM15/CHMP4B/MTOR/RETSAT/SORL1/ELAVL4/SORT1/AQP1/LRRC59/CDK4/GPX4/UBE2I/NUP35/NUDT1/UBXN4/IST1/CACYBP/RAE1/CENPV/TNPO3/CETN2/SLC16A3/AGPAT5/PLCB1/IPO8/RANBP2/NUP85/SYNE1/UTP18/FAM169A/NUP188/TMEM33/DHCR7/ITPR1/NPC1/NUP43/NUP160/CENPF/SIGMAR1/DPY19L3/ANKRD17/IGF2R/NUP54/XPO4/EDNRB/SUN1/SPIN1/NRXN1/CYBB/NUP62/SEPHS1/TOR1AIP2/ENY2/NUP107/TMEM109/MAD2L1/GNAZ/AHCTF1/LBR/TMEM201/DCTN5/WTAP/POM121/EBP/ALOX5AP/LEMD3/NRM/PTGES/P2RX7/NUP37/BCL2L1/DPY19L1/ITSN1/NUP50/ZC3HC1/SUMO1/PLA2G4A/CLMN/PSEN1/SLC22A18/SH3BGRL2/AGPAT3/TOR1A/CC2D1B/WDR3",129
"GO:0099572","GO:0099572","postsynaptic specialization","106/2712","356/19550",3.67933794415309e-15,1.3411186806438e-13,6.71963298221643e-14,"SPTBN1/HSPA8/HNRNPA3/MAPK1/HNRNPH2/RTN4/CNN3/SCRIB/CAPZB/DNM2/CTNND1/DBN1/PHB2/RPLP0/DCLK1/ACTR2/PDLIM5/DNM3/ARHGEF2/CAMK2A/ADD2/RPL7/RPL12/PALM/HIP1R/RPS14/PAK2/LIN7C/CAP2/RPS18/RPL23/RPS19/TNIK/LIN7A/SH3GL1/RAB8A/NLGN3/MINK1/GIT1/YES1/LRRC4B/PPP1R9B/RPL30/PTPRS/FXR2/RPS27/DYNLL2/SYNPO/BSN/RPS25/FYN/FXR1/DLGAP4/RPL38/DNAJB1/PDE4B/MPP2/NLGN4X/PAK3/FMR1/SLC6A9/SRGAP2/ABI1/EPB41/RHEB/KPNA2/STRN/SLC8A2/CDK5/BAIAP2/DLG4/GRIA2/PJA2/MT3/AKAP9/SLC16A3/IQSEC1/MAGI2/ITPR1/SIGMAR1/SYNJ2BP/BCR/DLG2/PSD3/ADAM10/ARHGAP44/DGKZ/SIPA1L1/GRM5/TANC1/BAALC/HOMER3/NCK2/GABRB2/PPP1R9A/NTRK2/PRRT1/CLSTN1/ABI3/CHMP2B/KCND2/MYD88/USP8/ARRB1/CACNA1C/IQSEC3",106
"GO:0014069","GO:0014069","postsynaptic density","100/2712","330/19550",6.41114980983327e-15,2.22558486255641e-13,1.11512229775045e-13,"SPTBN1/HNRNPA3/MAPK1/HNRNPH2/RTN4/CNN3/SCRIB/CAPZB/DNM2/CTNND1/DBN1/PHB2/RPLP0/DCLK1/ACTR2/PDLIM5/DNM3/ARHGEF2/CAMK2A/ADD2/RPL7/RPL12/PALM/HIP1R/RPS14/PAK2/LIN7C/CAP2/RPS18/RPL23/RPS19/TNIK/LIN7A/SH3GL1/RAB8A/MINK1/GIT1/LRRC4B/PPP1R9B/RPL30/PTPRS/FXR2/RPS27/DYNLL2/SYNPO/BSN/RPS25/FYN/FXR1/RPL38/DNAJB1/PDE4B/MPP2/NLGN4X/PAK3/FMR1/SLC6A9/SRGAP2/ABI1/EPB41/RHEB/STRN/SLC8A2/CDK5/BAIAP2/DLG4/GRIA2/PJA2/MT3/AKAP9/SLC16A3/IQSEC1/MAGI2/ITPR1/SIGMAR1/SYNJ2BP/BCR/DLG2/PSD3/ADAM10/ARHGAP44/DGKZ/SIPA1L1/GRM5/TANC1/BAALC/HOMER3/NCK2/PPP1R9A/NTRK2/PRRT1/CLSTN1/ABI3/CHMP2B/KCND2/MYD88/USP8/ARRB1/CACNA1C/IQSEC3",100
