"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0001706","BP","GO:0001706","endoderm formation","3/27","54/18723",6.31606187999006e-05,0.00211061734489668,0.00139064169462939,"COL4A2/LAMB1/COL12A1",3
"GO:0045995","BP","GO:0045995","regulation of embryonic development","3/27","64/18723",0.000105078248052737,0.0031297393313369,0.00206211989018391,"LAMA5/LAMA4/LAMA2",3
"GO:0032836","BP","GO:0032836","glomerular basement membrane development","2/27","11/18723",0.00010926770732847,0.0031297393313369,0.00206211989018391,"LAMB2/NID1",2
"GO:0038063","BP","GO:0038063","collagen-activated tyrosine kinase receptor signaling pathway","2/27","12/18723",0.000131004591130728,0.00350218940289479,0.00230751946482896,"COL4A2/COL4A1",2
"GO:0070831","BP","GO:0070831","basement membrane assembly","2/27","15/18723",0.000207860689581521,0.00520950853263687,0.00343243638716854,"LAMB2/LAMB1",2
"GO:0038065","BP","GO:0038065","collagen-activated signaling pathway","2/27","17/18723",0.000268750388896194,0.00633934740866905,0.0041768636292845,"COL4A2/COL4A1",2
"GO:0007160","BP","GO:0007160","cell-matrix adhesion","4/27","233/18723",0.000327540109153299,0.00729686576502628,0.00480775247938469,"VCL/NID1/NID2/EMILIN1",4
"GO:0001704","BP","GO:0001704","formation of primary germ layer","3/27","121/18723",0.00068761893350237,0.0144599109294157,0.00952733335945225,"COL4A2/LAMB1/COL12A1",3
"GO:0030168","BP","GO:0030168","platelet activation","3/27","123/18723",0.000721192565058139,0.0144599109294157,0.00952733335945225,"VCL/VWF/CLIC1",3
"GO:0072001","BP","GO:0072001","renal system development","4/27","302/18723",0.000868888585086546,0.0165916344104621,0.0109318814464523,"LAMB2/NID1/LAMA5/COL4A1",4
"GO:0072006","BP","GO:0072006","nephron development","3/27","142/18723",0.00109325611935921,0.0199270774483201,0.013129535213357,"LAMB2/NID1/LAMA5",3
"GO:0016525","BP","GO:0016525","negative regulation of angiogenesis","3/27","149/18723",0.00125584722798032,0.020511867930063,0.0135148414501793,"HSPG2/EMILIN1/COL4A2",3
"GO:2000181","BP","GO:2000181","negative regulation of blood vessel morphogenesis","3/27","151/18723",0.00130494805268364,0.020511867930063,0.0135148414501793,"HSPG2/EMILIN1/COL4A2",3
"GO:0001655","BP","GO:0001655","urogenital system development","4/27","338/18723",0.00131870388122753,0.020511867930063,0.0135148414501793,"LAMB2/NID1/LAMA5/COL4A1",4
"GO:1901343","BP","GO:1901343","negative regulation of vasculature development","3/27","152/18723",0.00132994654908139,0.020511867930063,0.0135148414501793,"HSPG2/EMILIN1/COL4A2",3
"GO:0014037","BP","GO:0014037","Schwann cell differentiation","2/27","40/18723",0.00151016637691303,0.0224287673015602,0.0147778464173556,"LAMB2/LAMA2",2
"GO:0007369","BP","GO:0007369","gastrulation","3/27","185/18723",0.00233146663859104,0.0333899329312503,0.0219999295596373,"COL4A2/LAMB1/COL12A1",3
"GO:0007409","BP","GO:0007409","axonogenesis","4/27","418/18723",0.00286083235683461,0.0387680187739466,0.0255434380161717,"LAMB2/VCL/LAMA5/LAMA2",4
"GO:0030199","BP","GO:0030199","collagen fibril organization","2/27","61/18723",0.0034776547013344,0.0387680187739466,0.0255434380161717,"EMILIN1/COL12A1",2
"GO:0007601","BP","GO:0007601","visual perception","3/27","215/18723",0.0035640623991202,0.0387680187739466,0.0255434380161717,"LAMB2/COL18A1/TGFBI",3
"GO:0032835","BP","GO:0032835","glomerulus development","2/27","62/18723",0.00359039095867187,0.0387680187739466,0.0255434380161717,"LAMB2/NID1",2
"GO:0007596","BP","GO:0007596","blood coagulation","3/27","217/18723",0.00365791901622603,0.0387680187739466,0.0255434380161717,"VCL/VWF/CLIC1",3
"GO:0050953","BP","GO:0050953","sensory perception of light stimulus","3/27","219/18723",0.0037532820969874,0.0387680187739466,0.0255434380161717,"LAMB2/COL18A1/TGFBI",3
"GO:0002064","BP","GO:0002064","epithelial cell development","3/27","220/18723",0.00380153096859727,0.0387680187739466,0.0255434380161717,"LAMB2/VCL/COL18A1",3
"GO:0001885","BP","GO:0001885","endothelial cell development","2/27","64/18723",0.00382094260467927,0.0387680187739466,0.0255434380161717,"VCL/COL18A1",2
"GO:0006749","BP","GO:0006749","glutathione metabolic process","2/27","64/18723",0.00382094260467927,0.0387680187739466,0.0255434380161717,"CLIC1/GGT5",2
"GO:0010810","BP","GO:0010810","regulation of cell-substrate adhesion","3/27","221/18723",0.00385015933326743,0.0387680187739466,0.0255434380161717,"VCL/NID1/EMILIN1",3
"GO:0007599","BP","GO:0007599","hemostasis","3/27","222/18723",0.00389916813790488,0.0387680187739466,0.0255434380161717,"VCL/VWF/CLIC1",3
"GO:0050817","BP","GO:0050817","coagulation","3/27","222/18723",0.00389916813790488,0.0387680187739466,0.0255434380161717,"VCL/VWF/CLIC1",3
"GO:0007411","BP","GO:0007411","axon guidance","3/27","227/18723",0.0041499514972901,0.0387680187739466,0.0255434380161717,"LAMB2/LAMA5/LAMA2",3
"GO:0070527","BP","GO:0070527","platelet aggregation","2/27","67/18723",0.00417939677280822,0.0387680187739466,0.0255434380161717,"VCL/CLIC1",2
"GO:0097485","BP","GO:0097485","neuron projection guidance","3/27","228/18723",0.00420126250314149,0.0387680187739466,0.0255434380161717,"LAMB2/LAMA5/LAMA2",3
"GO:0061564","BP","GO:0061564","axon development","4/27","467/18723",0.00425384744651784,0.0387680187739466,0.0255434380161717,"LAMB2/VCL/LAMA5/LAMA2",4
"GO:0061333","BP","GO:0061333","renal tubule morphogenesis","2/27","75/18723",0.0052084532369464,0.0464131055114557,0.030580626022773,"LAMA5/COL4A1",2
"GO:0062023","CC","GO:0062023","collagen-containing extracellular matrix","21/27","425/19550",1.94070087954134e-30,1.35849061567894e-28,7.76280351816538e-29,"HSPG2/AGRN/LAMB2/LAMC1/NID1/NID2/EMILIN1/LAMA5/COL4A2/LAMB1/LAMA4/COL18A1/COL4A1/TGFBI/LAMA2/VWA1/VWF/COL12A1/PCOLCE/IGFBP7/BGN",21
"GO:0005604","CC","GO:0005604","basement membrane","15/27","96/19550",1.22499438538865e-28,4.28748034886027e-27,2.4499887707773e-27,"HSPG2/AGRN/LAMB2/LAMC1/NID1/NID2/LAMA5/COL4A2/LAMB1/LAMA4/COL18A1/COL4A1/TGFBI/LAMA2/VWA1",15
"GO:0005788","CC","GO:0005788","endoplasmic reticulum lumen","9/27","313/19550",2.24240834293651e-10,5.23228613351853e-09,2.98987779058202e-09,"LAMB2/LAMC1/COL4A2/LAMB1/COL18A1/COL4A1/VWA1/COL12A1/IGFBP7",9
"GO:0043256","CC","GO:0043256","laminin complex","4/27","12/19550",1.41699259250991e-09,2.47973703689235e-08,1.41699259250991e-08,"LAMB2/LAMC1/LAMA5/LAMB1",4
"GO:0005581","CC","GO:0005581","collagen trimer","5/27","87/19550",1.16111285236713e-07,1.62555799331398e-06,9.28890281893704e-07,"EMILIN1/COL4A2/COL18A1/COL4A1/COL12A1",5
"GO:0043083","CC","GO:0043083","synaptic cleft","3/27","17/19550",1.5769271851788e-06,1.8397483827086e-05,1.0512847901192e-05,"LAMB2/LAMA5/LAMA2",3
"GO:0031594","CC","GO:0031594","neuromuscular junction","3/27","70/19550",0.000120898150670085,0.00120898150670085,0.00069084657525763,"LAMB2/LAMA5/LAMA2",3
"GO:0043202","CC","GO:0043202","lysosomal lumen","3/27","97/19550",0.000317647753102604,0.00272868311675138,0.0015592474952865,"HSPG2/AGRN/BGN",3
"GO:0098644","CC","GO:0098644","complex of collagen trimers","2/27","21/19550",0.0003795343704992,0.00272868311675138,0.0015592474952865,"COL4A2/COL4A1",2
"GO:0005796","CC","GO:0005796","Golgi lumen","3/27","104/19550",0.000389811873821626,0.00272868311675138,0.0015592474952865,"HSPG2/AGRN/BGN",3
"GO:0042383","CC","GO:0042383","sarcolemma","3/27","138/19550",0.000889107189429895,0.0056579548418266,0.00323311705247234,"VCL/LAMA2/BGN",3
"GO:0005775","CC","GO:0005775","vacuolar lumen","3/27","174/19550",0.00173214515939077,0.0101041800964462,0.00577381719796924,"HSPG2/AGRN/BGN",3
"GO:0014704","CC","GO:0014704","intercalated disc","2/27","50/19550",0.00215997951153335,0.0116306589082565,0.00664609080471799,"VCL/FHOD1",2
"GO:0001725","CC","GO:0001725","stress fiber","2/27","71/19550",0.00430419578905333,0.0193524462877281,0.0110585407358446,"PDLIM4/FHOD1",2
"GO:0097517","CC","GO:0097517","contractile actin filament bundle","2/27","71/19550",0.00430419578905333,0.0193524462877281,0.0110585407358446,"PDLIM4/FHOD1",2
"GO:0044291","CC","GO:0044291","cell-cell contact zone","2/27","72/19550",0.00442341629433785,0.0193524462877281,0.0110585407358446,"VCL/FHOD1",2
"GO:0032432","CC","GO:0032432","actin filament bundle","2/27","80/19550",0.00543169906674651,0.0216396752108934,0.0123655286919391,"PDLIM4/FHOD1",2
"GO:0042641","CC","GO:0042641","actomyosin","2/27","81/19550",0.0055644879113726,0.0216396752108934,0.0123655286919391,"PDLIM4/FHOD1",2
"GO:0005614","CC","GO:0005614","interstitial matrix","1/27","10/19550",0.0137283662278683,0.0480492817975391,0.0274567324557367,"VWA1",1
"GO:0005916","CC","GO:0005916","fascia adherens","1/27","10/19550",0.0137283662278683,0.0480492817975391,0.0274567324557367,"VCL",1
"GO:0005201","MF","GO:0005201","extracellular matrix structural constituent","21/27","172/18368",2.01305890472585e-38,1.32861887711906e-36,8.26413655624295e-37,"HSPG2/AGRN/LAMB2/LAMC1/NID1/NID2/EMILIN1/LAMA5/COL4A2/LAMB1/LAMA4/COL18A1/COL4A1/TGFBI/LAMA2/VWA1/VWF/COL12A1/PCOLCE/IGFBP7/BGN",21
"GO:0005518","MF","GO:0005518","collagen binding","5/27","69/18368",4.88734110838144e-08,1.18897484447061e-06,7.39553731010426e-07,"NID1/NID2/TGFBI/VWF/PCOLCE",5
"GO:0005178","MF","GO:0005178","integrin binding","6/27","144/18368",5.40443111123004e-08,1.18897484447061e-06,7.39553731010426e-07,"LAMB2/EMILIN1/LAMA5/LAMB1/TGFBI/VWF",6
"GO:0030020","MF","GO:0030020","extracellular matrix structural constituent conferring tensile strength","4/27","41/18368",3.61205293239591e-07,5.95988733845325e-06,3.70710695693264e-06,"COL4A2/COL18A1/COL4A1/COL12A1",4
"GO:0050840","MF","GO:0050840","extracellular matrix binding","4/27","56/18368",1.29047918020206e-06,1.70343251786672e-05,1.05955132690274e-05,"AGRN/NID1/TGFBI/BGN",4
"GO:0002162","MF","GO:0002162","dystroglycan binding","2/27","11/18368",0.00011351470637383,0.00107028151723897,0.000665725345651036,"AGRN/VCL",2
"GO:0097493","MF","GO:0097493","structural molecule activity conferring elasticity","2/27","11/18368",0.00011351470637383,0.00107028151723897,0.000665725345651036,"LAMC1/EMILIN1",2
"GO:0030021","MF","GO:0030021","extracellular matrix structural constituent conferring compression resistance","2/27","22/18368",0.000472028983345133,0.00389423911259735,0.0024222539934816,"HSPG2/BGN",2
"GO:0043236","MF","GO:0043236","laminin binding","2/27","28/18368",0.00076822182585428,0.00563362672293138,0.00350416973196689,"AGRN/NID1",2
"GO:0043394","MF","GO:0043394","proteoglycan binding","2/27","36/18368",0.00127112392921089,0.00838941793279184,0.00521829823570785,"AGRN/NID1",2
"GO:0005539","MF","GO:0005539","glycosaminoglycan binding","3/27","230/18368",0.00454041807794008,0.0272425084676405,0.0169451009607333,"AGRN/PCOLCE/BGN",3
