"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1902175","BP","GO:1902175","regulation of oxidative stress-induced intrinsic apoptotic signaling pathway","4/120","29/18723",3.36715466121958e-05,0.00367500880167394,0.00341019348019757,"HSPB1/SOD1/GPX1/HTRA2",4
"GO:0046386","BP","GO:0046386","deoxyribose phosphate catabolic process","4/120","31/18723",4.41682811401425e-05,0.00449927557214251,0.00417506489093136,"PGM2/DNPH1/DERA/UNG",4
"GO:0016052","BP","GO:0016052","carbohydrate catabolic process","7/120","154/18723",6.07749201010243e-05,0.00580400486964782,0.00538577745895261,"GAA/PGM1/EIF6/NUDT5/GALM/DERA/RPEL1",7
"GO:0006739","BP","GO:0006739","NADP metabolic process","4/120","35/18723",7.2059296104091e-05,0.00647685908512065,0.00601014686391397,"PGLS/SHPK/DERA/RPEL1",4
"GO:0032956","BP","GO:0032956","regulation of actin cytoskeleton organization","10/120","358/18723",0.000103773909466136,0.00880925187023648,0.00817447111408689,"TMSB4X/CAPZA2/IQGAP2/CFL2/TMSB10/PPM1F/MYADM/SWAP70/ARPC5/ARPC5L",10
"GO:0046500","BP","GO:0046500","S-adenosylmethionine metabolic process","3/120","15/18723",0.00011043714983258,0.00888147183916748,0.00824148702628727,"MAT2A/MAT2B/MRI1",3
"GO:0030833","BP","GO:0030833","regulation of actin filament polymerization","7/120","172/18723",0.000121626052511701,0.00899662629319116,0.00834834363249414,"TMSB4X/CAPZA2/IQGAP2/TMSB10/MYADM/ARPC5/ARPC5L",7
"GO:0051258","BP","GO:0051258","protein polymerization","9/120","297/18723",0.000126502430600346,0.00899662629319116,0.00834834363249414,"TMSB4X/CAPZA2/IQGAP2/TMSB10/EML2/MYADM/ARPC5/CHMP4A/ARPC5L",9
"GO:0032271","BP","GO:0032271","regulation of protein polymerization","8/120","233/18723",0.000129532577519768,0.00899662629319116,0.00834834363249414,"TMSB4X/CAPZA2/IQGAP2/TMSB10/EML2/MYADM/ARPC5/ARPC5L",8
"GO:0019692","BP","GO:0019692","deoxyribose phosphate metabolic process","4/120","42/18723",0.000148803960377407,0.00988575875898599,0.00917340661914723,"PGM2/DNPH1/DERA/UNG",4
"GO:0032272","BP","GO:0032272","negative regulation of protein polymerization","5/120","80/18723",0.000162932347634892,0.0103733594660882,0.00962587159053509,"TMSB4X/CAPZA2/TMSB10/EML2/MYADM",5
"GO:0009262","BP","GO:0009262","deoxyribonucleotide metabolic process","4/120","44/18723",0.000178699062265565,0.0109220866856713,0.0101350583945986,"DNPH1/RRM2B/DERA/UNG",4
"GO:0008631","BP","GO:0008631","intrinsic apoptotic signaling pathway in response to oxidative stress","4/120","45/18723",0.000195167329078584,0.0114698338012337,0.0106433357193867,"HSPB1/SOD1/GPX1/HTRA2",4
"GO:0006575","BP","GO:0006575","cellular modified amino acid metabolic process","7/120","188/18723",0.000210639462725901,0.0119206332979695,0.0110616513174187,"SOD1/GSS/GPX1/GSR/OPLAH/BBOX1/ETHE1",7
"GO:0046716","BP","GO:0046716","muscle cell cellular homeostasis","3/120","19/18723",0.000230831801306523,0.0122184067624091,0.0113379676969999,"GAA/SOD1/CFL2",3
"GO:0030041","BP","GO:0030041","actin filament polymerization","7/120","191/18723",0.000232062436057658,0.0122184067624091,0.0113379676969999,"TMSB4X/CAPZA2/IQGAP2/TMSB10/MYADM/ARPC5/ARPC5L",7
"GO:0032970","BP","GO:0032970","regulation of actin filament-based process","10/120","397/18723",0.000239890185125834,0.0122184067624091,0.0113379676969999,"TMSB4X/CAPZA2/IQGAP2/CFL2/TMSB10/PPM1F/MYADM/SWAP70/ARPC5/ARPC5L",10
"GO:1902176","BP","GO:1902176","negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway","3/120","20/18723",0.000270299441168663,0.0133231466485715,0.0123631017743358,"HSPB1/GPX1/HTRA2",3
"GO:1902905","BP","GO:1902905","positive regulation of supramolecular fiber organization","7/120","209/18723",0.000400464197874057,0.0191221654484862,0.0177442524518538,"IQGAP2/GPX1/CFL2/PPM1F/SWAP70/ARPC5/ARPC5L",7
"GO:0046434","BP","GO:0046434","organophosphate catabolic process","6/120","155/18723",0.000491133632229007,0.0221302915898863,0.0205356177814665,"PRDX6/PGM2/DNPH1/NUDT5/DERA/UNG",6
"GO:0006520","BP","GO:0006520","cellular amino acid metabolic process","8/120","284/18723",0.000492427954225218,0.0221302915898863,0.0205356177814665,"DDAH2/PEPD/GSS/TST/PSPH/ACY1/MRI1/PCBD2",8
"GO:0006979","BP","GO:0006979","response to oxidative stress","10/120","446/18723",0.000598673788462071,0.0254423396386179,0.0236090048864827,"HSPB1/PRDX6/SOD1/GSS/GPX1/CA3/GSR/NAPRT/RRM2B/HTRA2",10
"GO:0043094","BP","GO:0043094","cellular metabolic compound salvage","3/120","26/18723",0.000599426850124505,0.0254423396386179,0.0236090048864827,"NAPRT/APRT/MRI1",3
"GO:0051494","BP","GO:0051494","negative regulation of cytoskeleton organization","6/120","163/18723",0.000640418554244663,0.0264475554293471,0.0245417864172848,"TMSB4X/CAPZA2/TMSB10/EML2/MYADM/SWAP70",6
"GO:1902904","BP","GO:1902904","negative regulation of supramolecular fiber organization","6/120","167/18723",0.000727159028158619,0.029239447237536,0.0271324989177191,"TMSB4X/CAPZA2/TMSB10/EML2/MYADM/SWAP70",6
"GO:0030837","BP","GO:0030837","negative regulation of actin filament polymerization","4/120","65/18723",0.000803624788178459,0.0309951908231314,0.0287617263976013,"TMSB4X/CAPZA2/TMSB10/MYADM",4
"GO:0032535","BP","GO:0032535","regulation of cellular component size","9/120","383/18723",0.000811392429924906,0.0309951908231314,0.0287617263976013,"TMSB4X/CAPZA2/IQGAP2/CFL2/TMSB10/MYADM/SWAP70/ARPC5/ARPC5L",9
"GO:0009264","BP","GO:0009264","deoxyribonucleotide catabolic process","3/120","30/18723",0.000918717559370775,0.0342390348955742,0.0317718241969816,"DNPH1/DERA/UNG",3
"GO:0006163","BP","GO:0006163","purine nucleotide metabolic process","9/120","396/18723",0.0010257443580392,0.0364497064903233,0.0338231982932388,"PGM1/TMSB4X/EIF6/DNPH1/ACSS1/APRT/ACOT2/AK3/MVD",9
"GO:0019693","BP","GO:0019693","ribose phosphate metabolic process","9/120","396/18723",0.0010257443580392,0.0364497064903233,0.0338231982932388,"PGM1/TMSB4X/EIF6/ACSS1/APRT/NUDT5/ACOT2/AK3/MVD",9
"GO:0006091","BP","GO:0006091","generation of precursor metabolites and energy","10/120","490/18723",0.00122386128901424,0.042501364763949,0.0394387836435928,"GAA/PGM1/PGLS/AKR7A2/EIF6/SHPK/GSR/ACSS1/DERA/RPEL1",10
"GO:1903201","BP","GO:1903201","regulation of oxidative stress-induced cell death","4/120","74/18723",0.00130666772561187,0.0443686285496654,0.0411714953543671,"HSPB1/SOD1/GPX1/HTRA2",4
"GO:0072521","BP","GO:0072521","purine-containing compound metabolic process","9/120","416/18723",0.00144340488830436,0.0467131349358839,0.0433470603187073,"PGM1/TMSB4X/EIF6/DNPH1/ACSS1/APRT/ACOT2/AK3/MVD",9
"GO:0045454","BP","GO:0045454","cell redox homeostasis","3/120","35/18723",0.0014469216649966,0.0467131349358839,0.0433470603187073,"PRDX6/GPX1/GSR",3
"GO:0016311","BP","GO:0016311","dephosphorylation","9/120","417/18723",0.00146742832259321,0.0467131349358839,0.0433470603187073,"PPP1R7/CA3/PPM1F/PSPH/SWAP70/ACP1/PPM1B/HDDC2/PTPN12",9
"GO:0101002","CC","GO:0101002","ficolin-1-rich granule","12/122","185/19550",1.89151953161306e-09,3.63171750069707e-07,3.18571710587463e-07,"SERPINB6/GAA/PGM1/CAPN1/PGM2/PSMA5/APEH/GNS/ARPC5/CTSZ/LAMP2/DERA",12
"GO:1905369","CC","GO:1905369","endopeptidase complex","8/122","66/19550",7.74190531727316e-09,7.43222910458224e-07,6.51949921454582e-07,"HSPB1/PSME1/PSMA5/PSMD5/PSMB9/PSMB4/PSMA4/HTRA2",8
"GO:1904813","CC","GO:1904813","ficolin-1-rich granule lumen","9/122","124/19550",8.27863795677315e-08,4.36713503860835e-06,3.83082020930557e-06,"PGM1/CAPN1/PGM2/PSMA5/APEH/GNS/ARPC5/CTSZ/DERA",9
"GO:0000502","CC","GO:0000502","proteasome complex","7/122","60/19550",9.09819799710074e-08,4.36713503860835e-06,3.83082020930557e-06,"HSPB1/PSME1/PSMA5/PSMD5/PSMB9/PSMB4/PSMA4",7
"GO:1905368","CC","GO:1905368","peptidase complex","8/122","99/19550",1.94438483148009e-07,7.46643775288356e-06,6.54950680077505e-06,"HSPB1/PSME1/PSMA5/PSMD5/PSMB9/PSMB4/PSMA4/HTRA2",8
"GO:0034774","CC","GO:0034774","secretory granule lumen","11/122","322/19550",5.63866866439495e-06,0.000139203087774416,0.000122107971731944,"PRDX6/TMSB4X/PGM2/PSMA5/NAPRT/APRT/HEBP2/GNS/ARPC5/CTSZ/DERA",11
"GO:0060205","CC","GO:0060205","cytoplasmic vesicle lumen","11/122","325/19550",6.15694127077223e-06,0.000139203087774416,0.000122107971731944,"PRDX6/TMSB4X/PGM2/PSMA5/NAPRT/APRT/HEBP2/GNS/ARPC5/CTSZ/DERA",11
"GO:0005839","CC","GO:0005839","proteasome core complex","4/122","20/19550",6.47311137965915e-06,0.000139203087774416,0.000122107971731944,"PSMA5/PSMB9/PSMB4/PSMA4",4
"GO:0031983","CC","GO:0031983","vesicle lumen","11/122","327/19550",6.52514473942576e-06,0.000139203087774416,0.000122107971731944,"PRDX6/TMSB4X/PGM2/PSMA5/NAPRT/APRT/HEBP2/GNS/ARPC5/CTSZ/DERA",11
"GO:0005766","CC","GO:0005766","primary lysosome","7/122","155/19550",5.37345900848847e-05,0.000937912845117988,0.000822730565892972,"PRDX6/GAA/NAPRT/HEBP2/NCSTN/GNS/LAMP2",7
"GO:0042582","CC","GO:0042582","azurophil granule","7/122","155/19550",5.37345900848847e-05,0.000937912845117988,0.000822730565892972,"PRDX6/GAA/NAPRT/HEBP2/NCSTN/GNS/LAMP2",7
"GO:0005775","CC","GO:0005775","vacuolar lumen","7/122","174/19550",0.000111192624861874,0.00177908199778998,0.00156059824367542,"PRDX6/GAA/TPP1/NAPRT/HEBP2/GNS/LAMP2",7
"GO:0005759","CC","GO:0005759","mitochondrial matrix","10/122","480/19550",0.000860615977002979,0.012710635968044,0.0111496806737228,"SOD1/GPX1/GSR/TST/ACSS1/ACOT2/HSD17B8/ETHE1/AK3/TRNT1",10
"GO:0019774","CC","GO:0019774","proteasome core complex, beta-subunit complex","2/122","11/19550",0.00204756767619008,0.0280809281306068,0.0246323930970235,"PSMB9/PSMB4",2
"GO:0035578","CC","GO:0035578","azurophil granule lumen","4/122","91/19550",0.00253955428719861,0.0325062948761422,0.0285142937510019,"PRDX6/NAPRT/HEBP2/GNS",4
"GO:0000932","CC","GO:0000932","P-body","4/122","93/19550",0.00274797919444595,0.0329757503333514,0.0289260967836416,"PSMA4/CARHSP1/LSM1/LSM3",4
"GO:0043202","CC","GO:0043202","lysosomal lumen","4/122","97/19550",0.00319943648434719,0.0361348120585095,0.031697203560096,"GAA/TPP1/GNS/LAMP2",4
"GO:0070820","CC","GO:0070820","tertiary granule","5/122","164/19550",0.00368298800352205,0.0392852053709019,0.0344607064657034,"SERPINB6/GAA/PGM1/METTL7A/LAMP2",5
"GO:0005925","CC","GO:0005925","focal adhesion","8/122","418/19550",0.00473160144319975,0.047814077741808,0.0419421734577263,"LAP3/HSPB1/CAPN1/NCSTN/ARPC5/ARPC5L/SH3KBP1/PTPN12",8
"GO:0070006","MF","GO:0070006","metalloaminopeptidase activity","6/124","27/18368",2.20876469929373e-08,4.33400993275288e-06,3.80456882813032e-06,"LAP3/DPP3/PEPD/RNPEP/ERAP1/NPEPL1",6
"GO:0008238","MF","GO:0008238","exopeptidase activity","9/124","103/18368",3.19853131568478e-08,4.33400993275288e-06,3.80456882813032e-06,"LAP3/TPP1/DPP3/PEPD/RNPEP/ERAP1/SCRN2/CTSZ/NPEPL1",9
"GO:0004177","MF","GO:0004177","aminopeptidase activity","6/124","40/18368",2.66603084740875e-07,2.40831453215924e-05,2.11411568952413e-05,"LAP3/DPP3/PEPD/RNPEP/ERAP1/NPEPL1",6
"GO:0008235","MF","GO:0008235","metalloexopeptidase activity","6/124","72/18368",9.09947338094226e-06,0.000616489321558838,0.00054117920634025,"LAP3/DPP3/PEPD/RNPEP/ERAP1/NPEPL1",6
"GO:0004298","MF","GO:0004298","threonine-type endopeptidase activity","3/124","14/18368",0.000103524352325355,0.00561101989603422,0.00492557971063793,"PSMB9/PSMB4/PSMA4",3
"GO:0070003","MF","GO:0070003","threonine-type peptidase activity","3/124","24/18368",0.000547942719708306,0.0247487461734918,0.0217254481849258,"PSMB9/PSMB4/PSMA4",3
"GO:0004175","MF","GO:0004175","endopeptidase activity","10/124","430/18368",0.000676654375937906,0.0261961908398818,0.0229960735281153,"TPP1/CAPN1/APEH/PSMB9/ERAP1/PSMB4/PSMA4/NCSTN/CTSZ/HTRA2",10
"GO:0030145","MF","GO:0030145","manganese ion binding","4/124","65/18368",0.000974713919673884,0.0330184340289528,0.0289849139271444,"LAP3/PEPD/PPM1B/NPEPL1",4
"GO:0008237","MF","GO:0008237","metallopeptidase activity","6/124","190/18368",0.00184282335118867,0.0404694066026491,0.0355256783538501,"LAP3/DPP3/PEPD/RNPEP/ERAP1/NPEPL1",6
"GO:0004726","MF","GO:0004726","non-membrane spanning protein tyrosine phosphatase activity","2/124","10/18368",0.00196357226666278,0.0404694066026491,0.0355256783538501,"ACP1/PTPN12",2
"GO:0016803","MF","GO:0016803","ether hydrolase activity","2/124","10/18368",0.00196357226666278,0.0404694066026491,0.0355256783538501,"AKR7A2/RNPEP",2
"GO:0016868","MF","GO:0016868","intramolecular transferase activity, phosphotransferases","2/124","10/18368",0.00196357226666278,0.0404694066026491,0.0355256783538501,"PGM1/PGM2",2
"GO:0070567","MF","GO:0070567","cytidylyltransferase activity","2/124","10/18368",0.00196357226666278,0.0404694066026491,0.0355256783538501,"PCYT2/TRNT1",2
"GO:0016829","MF","GO:0016829","lyase activity","6/124","196/18368",0.00215474814150238,0.0404694066026491,0.0355256783538501,"CA3/GGCT/UROD/MVD/PCBD2/DERA",6
"GO:0016801","MF","GO:0016801","hydrolase activity, acting on ether bonds","2/124","11/18368",0.002389337659197,0.0404694066026491,0.0355256783538501,"AKR7A2/RNPEP",2
"GO:0016857","MF","GO:0016857","racemase and epimerase activity, acting on carbohydrates and derivatives","2/124","11/18368",0.002389337659197,0.0404694066026491,0.0355256783538501,"GALM/RPEL1",2
"GO:0016791","MF","GO:0016791","phosphatase activity","7/124","275/18368",0.00265616828960206,0.0412902976476607,0.0362462896421492,"CA3/PPM1F/PSPH/ACP1/PPM1B/HDDC2/PTPN12",7
"GO:0016209","MF","GO:0016209","antioxidant activity","4/124","86/18368",0.00274252899504757,0.0412902976476607,0.0362462896421492,"PRDX6/SOD1/GPX1/GSR",4
"GO:0004180","MF","GO:0004180","carboxypeptidase activity","3/124","43/18368",0.0030434101551234,0.0434086395809706,0.0381058556818775,"LAP3/PEPD/CTSZ",3
"GO:0051015","MF","GO:0051015","actin filament binding","6/124","217/18368",0.00356745884247346,0.0483390673155154,0.0424339841262633,"PLS3/CAPZA2/IQGAP2/CFL2/ARPC5/ARPC5L",6
